"study.doi","year.of.publication","group","species","continent","driver","driver.type","stage.age","vital.rates","sens.no.cov","sens.cov"
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tbr","C","all","all",0.444255157307557,0.882269808656405
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tbr","C","all","all",0.307106339323017,0.772934455869753
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tbr","C","all","all",0.224984623532649,0.685349405624828
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tbr","C","all","all",0.151865562410209,0.686255507222077
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tbr","C","all","all",0.306269343583975,0.594872831665622
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tbr","C","all","all",0.334192202942478,0.68394341314771
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.227123279244568,0.673380010983972
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.268192648996247,0.684964761920105
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.244189650957421,0.663628577417179
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.34824830889107,0.640619861860745
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.290176378114631,0.661282453726626
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.200741985876632,0.67929094558316
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.273266641435483,0.700111527280987
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.263782425650104,0.536636901479928
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.330931648282828,0.725937921605739
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.240304566895552,0.643437134773874
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.29535560034097,0.7453582054796
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.360642204915809,0.619186709887072
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.295808279469929,0.729523323358252
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.234788278196936,0.649700273217909
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.217316908535895,0.689201717987029
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.26884983765941,0.665147505726237
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.328926505803941,0.764917221136148
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.327671282893852,0.802264813594198
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.24746495766223,0.775042925639921
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.272542673379694,0.712221857308611
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.297222385749614,0.57601129758773
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.2662068167872,0.696954577116451
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.366138865535371,0.826251068991949
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.140501088857855,0.472736192403833
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.30506837568255,0.684239783451444
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.35159504822777,0.737147036383504
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.288231987598487,0.75488214782133
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.225765458653686,0.726283815068789
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.20302554698048,0.617710727230452
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.35342511538563,0.670451255842819
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.280086378776693,0.738381505666484
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.349585326457441,0.809024267039284
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.137596433796632,0.603612333797806
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.277215723771078,0.779420215635658
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.265111043846137,0.762476331619186
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.375142572044605,0.766480954802905
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.235567212127159,0.568900246887057
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.257681226099755,0.73730467059195
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.414914457747633,0.793819089436602
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.32503118325397,0.750210280533055
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.167275512364081,0.575047289044033
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.256572990125634,0.898681028932325
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.298002839452973,0.721015962917132
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.302652261394258,0.744436021116111
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.391835396302885,1.01401433671379
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.341816591385021,0.688150220302285
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.232396912475317,0.755193827206881
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.358805523748802,0.829098237981791
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.300623852633519,0.861424421037135
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.262062282720995,0.737572829917442
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.227068225723075,0.818711822828397
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.300809152344148,0.770225820748838
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.244325674057685,0.754844781022426
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.548923002636744,1.31079167465296
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.181238135635249,0.573966200256691
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.340624671836677,0.759110970722164
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.531157620905269,1.06099565694864
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.252409988235746,0.833605345517027
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.212803025770145,0.525725800594537
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.443282070647613,1.10891747729475
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.242849131229484,0.70009924805951
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.254418764296,0.649024631926947
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.312090987136588,0.720526430573453
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.234572259043038,0.643606322207566
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.266369496056622,0.74130759464935
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.431351012839295,1.10366449449275
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.466816116193823,0.90997028183062
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.306553535021645,0.652089851879183
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.259365524210916,0.823504260506677
"https://doi.org/10.1098/rstb.2022.0194","2023","Birds","Prunella modularis","Europe","Tat","C","all","all",0.234937053205296,0.675614443407328
