"Name","locality","Longitude","Latitude","Altitude","month","year","pet","pr","tas","tasmax","tasmin","X","pet_c","pet_scaled","pr_scaled","tas_scaled"
"Císarská rokle","Cr",14.13109,49.92955,270,3,1989,4747,32.96,7.15000000000003,11.65,2.05000000000001,6,18.912620626578,1.7578931365465,-0.0490268483776177,1.30627744586127
"Kodská stena","Ks",14.12305,49.93391,350,3,1989,5095,32.67,6.95000000000005,11.45,1.85000000000002,7,18.7540534182963,1.74546502012512,-0.0521249769237194,1.29141254714624
"Radotánské údolí","Ru",14.312,49.99823,290,3,1989,4953,33.02,6.95000000000005,11.55,1.75,8,18.9741013729104,1.75348804103439,-0.0546596168522502,1.26273735103338
"Haknovec","Hk",14.19022,49.93912,287,3,1990,5192,18.52,7.25,11.55,2.75,5,18.1453992006507,1.36345460165265,-0.885253524934484,1.29845527994137
"Císarská rokle","Cr",14.13109,49.92955,270,3,1990,5072,19.84,7.15000000000003,11.45,2.65000000000003,6,18.0558647088786,1.380846797348,-0.851599041904345,1.30627744586127
"Kodská stena","Ks",14.12305,49.93391,350,3,1990,5474,19.73,7.05000000000001,11.35,2.45000000000005,7,18.0992544993924,1.45618007019398,-0.848163700502021,1.33985528679215
"Radotánské údolí","Ru",14.312,49.99823,290,3,1990,5346,17.95,7.15000000000003,11.45,2.55000000000001,8,18.1311420373763,1.38595064477617,-0.954780551407151,1.36079081957953
"Haknovec","Hk",14.19022,49.93912,287,3,1991,4366,23.92,5.75,10.75,2.25,5,17.0804070973415,0.893737090945355,-0.544877833884338,0.571840177881361
"Císarská rokle","Cr",14.13109,49.92955,270,3,1991,4115,24.04,5.65000000000003,10.65,2.15000000000003,6,17.0163496162657,0.923370692293789,-0.594678065318045,0.585127868478254
"Kodská stena","Ks",14.12305,49.93391,350,3,1991,4350,23.61,5.55000000000001,10.55,2.05000000000001,7,16.9469609392775,0.947105948016475,-0.609475118779934,0.613214192103282
"Radotánské údolí","Ru",14.312,49.99823,290,3,1991,4169,26.62,5.65000000000003,10.65,2.05000000000001,8,17.0083649477111,0.8964103422746,-0.436927299742188,0.625389805483388
"Haknovec","Hk",14.19022,49.93912,287,3,1992,4703,52.61,4.55000000000001,8.95000000000005,0.650000000000034,5,15.0266872389564,-0.0120613432151699,1.26352560615801,-0.00945190376663766
"Císarská rokle","Cr",14.13109,49.92955,270,3,1992,4524,53.23,4.35000000000002,8.75,0.450000000000045,6,14.8871306329875,-0.0136689083811546,1.19092272195674,-0.0398684319203635
"Kodská stena","Ks",14.12305,49.93391,350,3,1992,4830,52.79,4.25,8.65000000000003,0.350000000000023,7,14.8218334149461,0.00824152456488091,1.18561065819185,-0.0165414232937402
"Radotánské údolí","Ru",14.312,49.99823,290,3,1992,4747,57,4.35000000000002,8.75,0.350000000000023,8,14.8628415937356,-0.0390559772622863,1.37764960747599,-0.0119577400666039
"Haknovec","Hk",14.19022,49.93912,287,3,1993,4993,10.44,3.45000000000005,7.15000000000003,-0.75,5,14.0876284089737,-0.426235659303169,-1.39455641080211,-0.542302978610625
"Císarská rokle","Cr",14.13109,49.92955,270,3,1993,4729,10.63,3.35000000000002,7.05000000000001,-0.849999999999966,6,14.0237082867647,-0.393649049866077,-1.41499004056144,-0.520634816842373
"Kodská stena","Ks",14.12305,49.93391,350,3,1993,4973,10.48,3.25,6.85000000000002,-0.949999999999989,7,13.7811623064202,-0.451518687056493,-1.41720220074153,-0.500968819752984
"Radotánské údolí","Ru",14.312,49.99823,290,3,1993,4988,10.96,3.25,6.95000000000005,-0.949999999999989,8,13.8839948963382,-0.465841412018107,-1.37228853631351,-0.55125181707045
"Haknovec","Hk",14.19022,49.93912,287,3,1994,4983,47.86,7.05000000000001,10.85,2.75,5,16.1741139924124,0.494014182300582,0.964121063104639,1.20157326633337
"Císarská rokle","Cr",14.13109,49.92955,270,3,1994,4934,49.24,6.85000000000002,10.65,2.65000000000003,6,15.8918228191498,0.428482120853636,0.946847794199754,1.16204753038466
"Kodská stena","Ks",14.12305,49.93391,350,3,1994,5350,49.29,6.75,10.55,2.45000000000005,7,15.9473973705608,0.505506720251708,0.970298793236356,1.19452706785437
"Radotánské údolí","Ru",14.312,49.99823,290,3,1994,5141,49.23,6.75,10.55,2.45000000000005,8,15.8796084100347,0.404262949892768,0.91355274871742,1.16468388248721
"Haknovec","Hk",14.19022,49.93912,287,3,1995,4563,36.56,3.65000000000003,7.75,-0.449999999999989,5,14.371487819422,-0.30103873507029,0.251853413314521,-0.44542096500263
"Císarská rokle","Cr",14.13109,49.92955,270,3,1995,4399,37.91,3.45000000000005,7.65000000000003,-0.549999999999955,6,14.2877928532022,-0.277429112592187,0.253772874027664,-0.472558178350161
"Kodská stena","Ks",14.12305,49.93391,350,3,1995,4690,37.55,3.25,7.45000000000005,-0.75,7,14.1507452727368,-0.288239874554358,0.248081280499937,-0.500968819752984
"Radotánské údolí","Ru",14.312,49.99823,290,3,1995,4584,36.28,3.35000000000002,7.65000000000003,-0.75,8,14.4576268598412,-0.215733026727109,0.140057984119812,-0.502225082797363
"Haknovec","Hk",14.19022,49.93912,287,3,1996,4118,19.78,0.650000000000034,4.75,-2.75,5,11.9160863151899,-1.38399989390996,-0.805832530356116,-1.89865116912264
"Císarská rokle","Cr",14.13109,49.92955,270,3,1996,3850,21.02,0.550000000000011,4.55000000000001,-2.84999999999997,6,11.6813954205819,-1.42446829862393,-0.779416481815813,-1.866780694624
"Kodská stena","Ks",14.12305,49.93391,350,3,1996,4034,20.69,0.450000000000045,4.45000000000005,-2.94999999999999,7,11.6175636853904,-1.40737933478536,-0.789106731828515,-1.85736552983884
"Radotánské údolí","Ru",14.312,49.99823,290,3,1996,3840,20.97,0.450000000000045,4.55000000000001,-3.04999999999995,8,11.8083486387943,-1.37084072680405,-0.774397988543462,-1.92400037671655
"Haknovec","Hk",14.19022,49.93912,287,3,1997,4555,41.14,5.25,9.55000000000001,0.650000000000034,5,16.3420643277961,0.568089110381039,0.540542425353347,0.329635143861359
"Císarská rokle","Cr",14.13109,49.92955,270,3,1997,4321,42.56,5.15000000000003,9.45000000000005,0.650000000000034,6,16.1417729826315,0.538481704370851,0.538221098105353,0.344744676017249
"Kodská stena","Ks",14.12305,49.93391,350,3,1997,4581,42.04,4.95000000000005,9.25,0.450000000000045,7,16.0000635627864,0.528774224734671,0.524295644399981,0.322557754227752
"Radotánské údolí","Ru",14.312,49.99823,290,3,1997,4593,42.27,4.95000000000005,9.25,0.25,8,16.1440302536074,0.519553108983216,0.497836643574613,0.282202665571863
"Haknovec","Hk",14.19022,49.93912,287,3,1998,4869,30.33,4.55000000000001,8.05000000000001,0.550000000000011,5,13.9086539361435,-0.505172811603847,-0.14083928210074,-0.00945190376663766
"Císarská rokle","Cr",14.13109,49.92955,270,3,1998,4750,31.62,4.45000000000005,7.95000000000005,0.450000000000045,6,13.8288245762893,-0.479414654848982,-0.130996874240866,0.00820820657184837
"Kodská stena","Ks",14.12305,49.93391,350,3,1998,5069,31.52,4.25,7.75,0.25,7,13.6961480350963,-0.489077315382475,-0.122870303980524,-0.0165414232937402
"Radotánské údolí","Ru",14.312,49.99823,290,3,1998,4958,30.27,4.25,7.75,0.150000000000034,8,13.7718389979249,-0.514742331837311,-0.218915261844021,-0.0609844743396909
"Haknovec","Hk",14.19022,49.93912,287,3,1999,4530,21.13,5.65000000000003,9.75,1.55000000000001,5,16.0559157451488,0.441882540852603,-0.72073860759358,0.523399171077377
"Císarská rokle","Cr",14.13109,49.92955,270,3,1999,4310,21.31,5.55000000000001,9.65000000000003,1.45000000000005,6,15.9919320396238,0.472538793611864,-0.76167670009914,0.537051229986042
"Kodská stena","Ks",14.12305,49.93391,350,3,1999,4565,21.33,5.45000000000005,9.45000000000005,1.25,7,15.8450765544241,0.460302198193883,-0.749735419379511,0.564771452457374
"Radotánské údolí","Ru",14.312,49.99823,290,3,1999,4528,24.11,5.55000000000001,9.65000000000003,1.25,8,16.0980832569752,0.499519830038164,-0.586847906625586,0.576363071210301
"Haknovec","Hk",14.19022,49.93912,287,3,2000,4438,95.2,4.95000000000005,8.35000000000002,1.35000000000002,5,12.2462827389945,-1.23836591056681,3.94808128797758,0.18431212344938
"Císarská rokle","Cr",14.13109,49.92955,270,3,2000,4305,98.36,4.85000000000002,8.25,1.25,6,12.1362197220257,-1.22430646221856,3.95159978703762,0.200514760540641
"Kodská stena","Ks",14.12305,49.93391,350,3,2000,4569,97.66,4.65000000000003,8.05000000000001,1.05000000000001,7,12.034679780148,-1.22310076451921,3.94590876692124,0.177229535289974
"Radotánské údolí","Ru",14.312,49.99823,290,3,2000,4498,100.5,4.75,8.05000000000001,1.05000000000001,8,11.9277267843583,-1.31879084617374,3.97587526461853,0.184149197025688
"Haknovec","Hk",14.19022,49.93912,287,3,2001,3876,58.66,4.55000000000001,8.45000000000005,0.75,5,13.8806938794411,-0.517504666640765,1.64487244520493,-0.00945190376663766
"Císarská rokle","Cr",14.13109,49.92955,270,3,2001,3741,61.65,4.45000000000005,8.35000000000002,0.650000000000034,6,13.7699192253275,-0.505338078872707,1.70598810835118,0.00820820657184837
"Kodská stena","Ks",14.12305,49.93391,350,3,2001,3965,61.39,4.25,8.15000000000003,0.550000000000011,7,13.5247216579921,-0.56481212416996,1.71466266922534,-0.0165414232937402
"Radotánské údolí","Ru",14.312,49.99823,290,3,2001,3781,62.32,4.35000000000002,8.25,0.450000000000045,8,13.7472332874264,-0.525470629619296,1.69540961887825,-0.0119577400666039
"Haknovec","Hk",14.19022,49.93912,287,3,2002,4471,32.24,5.05000000000001,9.25,0.550000000000011,5,16.0612612384808,0.444240184457291,-0.0204471395255957,0.232753130253364
"Císarská rokle","Cr",14.13109,49.92955,270,3,2002,4238,33.97,4.85000000000002,9.15000000000003,0.450000000000045,6,15.9670489469963,0.46158809132977,0.0127565293252781,0.200514760540641
"Kodská stena","Ks",14.12305,49.93391,350,3,2002,4531,33.51,4.75,9.05000000000001,0.350000000000023,7,15.8973947538725,0.483415962238067,-0.000450129334401751,0.225672274935882
"Radotánské údolí","Ru",14.312,49.99823,290,3,2002,4460,29.99,4.85000000000002,9.15000000000003,0.350000000000023,8,16.0731487268435,0.488648164116473,-0.235639472970455,0.233175931298775
"Haknovec","Hk",14.19022,49.93912,287,3,2003,5060,6.84,5.35000000000002,9.85000000000002,0.450000000000045,5,17.7289311019247,1.17977027383958,-1.62147353816887,0.378076150665371
"Císarská rokle","Cr",14.13109,49.92955,270,3,2003,4754,7.14,5.25,9.75,0.350000000000023,6,17.6549387057884,1.20440485089425,-1.62847913777244,0.392821314509434
"Kodská stena","Ks",14.12305,49.93391,350,3,2003,5011,7.08,5.15000000000003,9.55000000000001,0.150000000000034,7,17.4907274558024,1.18733766643539,-1.62636229812687,0.419443233519596
"Radotánské údolí","Ru",14.312,49.99823,290,3,2003,5024,6.81,5.15000000000003,9.65000000000003,0.150000000000034,8,17.60190623427,1.15519936072159,-1.62016523693745,0.380256134118009
"Haknovec","Hk",14.19022,49.93912,287,3,2004,4759,31.07,4.35000000000002,7.75,-0.0499999999999545,5,14.0351151250699,-0.449396778449222,-0.0941952059197939,-0.106333917374633
"Císarská rokle","Cr",14.13109,49.92955,270,3,2004,4551,32.86,4.15000000000003,7.55000000000001,-0.149999999999977,6,13.7684615493274,-0.505979581765425,-0.0551440144868154,-0.13602170890476
"Kodská stena","Ks",14.12305,49.93391,350,3,2004,4825,32.44,4.05000000000001,7.45000000000005,-0.349999999999966,7,13.8141226730261,-0.436957059466648,-0.0662740423350805,-0.113426902585583
"Radotánské údolí","Ru",14.312,49.99823,290,3,2004,4728,33.21,4.15000000000003,7.55000000000001,-0.149999999999977,8,13.6987431498478,-0.546612739515414,-0.0433110450164553,-0.11001120861275
"Haknovec","Hk",14.19022,49.93912,287,3,2005,4794,14.11,2.35000000000002,6.45000000000005,-2.84999999999997,5,14.8144748984465,-0.105658142680575,-1.16322700595877,-1.07515405345464
"Císarská rokle","Cr",14.13109,49.92955,270,3,2005,4476,15.34,2.25,6.25,-2.94999999999999,6,14.564534618266,-0.155638918599895,-1.12687151681824,-1.04947784025659
"Kodská stena","Ks",14.12305,49.93391,350,3,2005,4666,15.18,2.15000000000003,6.15000000000003,-3.04999999999995,7,14.4845970991215,-0.140746795241156,-1.12806912494416,-1.03383895585814
"Radotánské údolí","Ru",14.312,49.99823,290,3,2005,4699,13.56,2.25,6.35000000000002,-3.04999999999995,8,14.7677981811828,-0.0804957085857409,-1.21699229013947,-1.04151915980121
"Haknovec","Hk",14.19022,49.93912,287,3,2006,4254,49.42,1.85000000000002,5.25,-2.04999999999995,5,11.578202890058,-1.53302424899116,1.0624518182969,-1.31735908747464
"Císarská rokle","Cr",14.13109,49.92955,270,3,2006,3987,50.54,1.75,5.05000000000001,-2.14999999999998,6,11.3434282903183,-1.57320292257314,1.02637095361932,-1.2898610327176
"Kodská stena","Ks",14.12305,49.93391,350,3,2006,4138,50.21,1.55000000000001,4.95000000000005,-2.25,7,11.2839272195563,-1.55477726952166,1.0268950548818,-1.32449539373369
"Radotánské údolí","Ru",14.312,49.99823,290,3,2006,4147,51.15,1.75,5.15000000000003,-2.25,8,11.5412864324525,-1.48728210638215,1.0282330535844,-1.28665283116659
"Haknovec","Hk",14.19022,49.93912,287,3,2007,4825,22.98,6.45000000000005,10.85,1.55000000000001,5,18.1153578117334,1.35020476968061,-0.604128417141215,0.910927225509385
"Císarská rokle","Cr",14.13109,49.92955,270,3,2007,4650,24.28,6.35000000000002,10.65,1.45000000000005,6,17.8334872386748,1.28298157187547,-0.57999686665597,0.921664337923655
"Kodská stena","Ks",14.12305,49.93391,350,3,2007,4969,24.06,6.15000000000003,10.45,1.25,7,17.67764986726,1.26991849984611,-0.581792164714228,0.903870629978839
"Radotánské údolí","Ru",14.312,49.99823,290,3,2007,4860,23.03,6.25,10.65,1.25,8,17.9982058902326,1.32798936084447,-0.651355578113263,0.919550211121827
"Haknovec","Hk",14.19022,49.93912,287,3,2008,4885,31.68,4.65000000000003,8.35000000000002,0.550000000000011,5,14.4279023561249,-0.276156958327074,-0.0557453593382035,0.0389891030373737
"Císarská rokle","Cr",14.13109,49.92955,270,3,2008,4710,33.92,4.45000000000005,8.25,0.450000000000045,6,14.3292631632481,-0.259178607092041,0.00969794627067945,0.00820820657184837
"Kodská stena","Ks",14.12305,49.93391,350,3,2008,5004,33.61,4.25,8.05000000000001,0.25,7,14.1964392993706,-0.268052617328859,0.00570163823575523,-0.0165414232937402
"Radotánské údolí","Ru",14.312,49.99823,290,3,2008,4921,28.3,4.35000000000002,8.15000000000003,0.25,8,14.4087999618677,-0.237021967002255,-0.33658203298358,-0.0119577400666039
"Haknovec","Hk",14.19022,49.93912,287,3,2009,4401,40.14,4.85000000000002,8.05000000000001,1.55000000000001,5,12.4995884448017,-1.12664477647573,0.477509889973691,0.135871116645369
"Císarská rokle","Cr",14.13109,49.92955,270,3,2009,4246,41.2,4.65000000000003,7.85000000000002,1.45000000000005,6,12.2435030550603,-1.17709256250446,0.455027639020266,0.104361483556245
"Kodská stena","Ks",14.12305,49.93391,350,3,2009,4508,40.96,4.55000000000001,7.65000000000003,1.25,7,12.1314590244688,-1.18034446477673,0.457856554642287,0.128786795644038
"Radotánské údolí","Ru",14.312,49.99823,290,3,2009,4435,42.45,4.65000000000003,7.85000000000002,1.35000000000002,8,12.2912929093336,-1.16027294227457,0.508587922155893,0.135122462752629
"Haknovec","Hk",14.19022,49.93912,287,3,2010,4971,21.29,4.35000000000002,8.25,-0.0499999999999545,5,15.0973071876448,0.0190857670790102,-0.710653401932835,-0.106333917374633
"Císarská rokle","Cr",14.13109,49.92955,270,3,2010,4727,22.2,4.15000000000003,8.05000000000001,-0.25,6,14.9479953758893,0.0131168167282954,-0.707233921727281,-0.13602170890476
"Kodská stena","Ks",14.12305,49.93391,350,3,2010,4994,22.15,3.95000000000005,7.85000000000002,-0.349999999999966,7,14.6965450957169,-0.0471098575294442,-0.699290925304225,-0.161869642231491
"Radotánské údolí","Ru",14.312,49.99823,290,3,2010,4994,21.84,4.25,8.05000000000001,-0.149999999999977,8,14.7794190373015,-0.0754289170809898,-0.722433475400611,-0.0609844743396909
"Haknovec","Hk",14.19022,49.93912,287,3,2011,4921,28.73,5.25,10.05,-0.25,5,18.4236910364402,1.48619593273954,-0.24169133870819,0.329635143861359
"Císarská rokle","Cr",14.13109,49.92955,270,3,2011,4613,29.82,5.15000000000003,9.85000000000002,-0.349999999999966,6,18.1504121126416,1.42245579208397,-0.241105864206423,0.344744676017249
"Kodská stena","Ks",14.12305,49.93391,350,3,2011,4894,29.66,5.05000000000001,9.75,-0.449999999999989,7,18.0644122384828,1.44078703668139,-0.237293180785442,0.37100049387366
"Radotánské údolí","Ru",14.312,49.99823,290,3,2011,4861,30.97,5.05000000000001,9.85000000000002,-0.549999999999955,8,18.241287105465,1.43397482557534,-0.177104734027934,0.331229399844922
"Haknovec","Hk",14.19022,49.93912,287,3,2012,5303,10.73,7.05000000000001,11.35,1.85000000000002,5,18.9698312263137,1.72707247040353,-1.37627697554201,1.20157326633337
"Císarská rokle","Cr",14.13109,49.92955,270,3,2012,5033,11.01,6.95000000000005,11.25,1.75,6,18.8963325646908,1.75072498750855,-1.39174480934649,1.21012416887687
"Kodská stena","Ks",14.12305,49.93391,350,3,2012,5317,10.99,6.75,11.05,1.65000000000003,7,18.6180593895263,1.68538394077711,-1.38582818613373,1.19452706785437
"Radotánské údolí","Ru",14.312,49.99823,290,3,2012,5373,11.42,6.85000000000002,11.15,1.55000000000001,8,18.8328769178831,1.69191298480011,-1.34481304660579,1.21371061676029
"Haknovec","Hk",14.19022,49.93912,287,3,2013,4053,16.19,0.25,4.25,-3.25,5,11.6386212053617,-1.50637659538189,-1.03211933236908,-2.09241519633866
"Císarská rokle","Cr",14.13109,49.92955,270,3,2013,3770,17.71,0.0500000000000114,4.15000000000003,-3.34999999999997,6,11.557023233272,-1.47920276494569,-0.981894680030254,-2.10716388708501
"Kodská stena","Ks",14.12305,49.93391,350,3,2013,3964,17.66,-0.0499999999999545,4.05000000000001,-3.44999999999999,7,11.4879720145584,-1.46463190336149,-0.975505289204269,-2.09957922806847
"Radotánské údolí","Ru",14.312,49.99823,290,3,2013,3835,17.44,0.150000000000034,4.15000000000003,-3.34999999999997,8,11.5076487938579,-1.50194840116553,-0.985242507387443,-2.07108057953578
"Haknovec","Hk",14.19022,49.93912,287,3,2014,5245,30.66,7.65000000000003,12.25,2.25,5,19.8940295435926,2.13469251908112,-0.120038545425453,1.49221930715738
"Císarská rokle","Cr",14.13109,49.92955,270,3,2014,4998,30.94,7.55000000000001,12.15,2.15000000000003,6,19.8193571108155,2.15693522652409,-0.172593603783409,1.49858399983006
"Kodská stena","Ks",14.12305,49.93391,350,3,2014,5317,30.76,7.35000000000002,12.05,2.05000000000001,7,19.7349541199419,2.1788191417812,-0.169623737513716,1.48518350572993
"Radotánské údolí","Ru",14.312,49.99823,290,3,2014,5313,32.93,7.45000000000005,12.15,1.95000000000005,8,19.9180088060836,2.165039661229,-0.0600352561428902,1.50787102239876
"Haknovec","Hk",14.19022,49.93912,287,3,2015,5086,32,5.75,9.75,0.850000000000023,5,16.6575361899394,0.707228787871295,-0.0355749480167134,0.571840177881361
"Císarská rokle","Cr",14.13109,49.92955,270,3,2015,4871,32.36,5.65000000000003,9.65000000000003,0.850000000000023,6,16.4754925106469,0.685347017767376,-0.0857298450328035,0.585127868478254
"Kodská stena","Ks",14.12305,49.93391,350,3,2015,5178,32.21,5.45000000000005,9.45000000000005,0.650000000000034,7,16.3253352981102,0.672476688117877,-0.0804231077464412,0.564771452457374
"Radotánské údolí","Ru",14.312,49.99823,290,3,2015,5070,35.74,5.45000000000005,9.65000000000003,0.550000000000011,8,16.6682428508068,0.748114232798685,0.107804148375973,0.527336336937242
"Haknovec","Hk",14.19022,49.93912,287,3,2016,4436,24.86,4.55000000000001,8.45000000000005,0.350000000000023,5,14.9575400182902,-0.042558903021229,-0.485627250627461,-0.00945190376663766
"Císarská rokle","Cr",14.13109,49.92955,270,3,2016,4212,25.51,4.45000000000005,8.25,0.150000000000034,6,14.8157309698706,-0.0450909050573296,-0.50475572351284,0.00820820657184837
"Kodská stena","Ks",14.12305,49.93391,350,3,2016,4417,25.32,4.25,8.15000000000003,0.0500000000000114,7,14.7448848068975,-0.0257537579317381,-0.504279893330251,-0.0165414232937402
"Radotánské údolí","Ru",14.312,49.99823,290,3,2016,4397,27.47,4.35000000000002,8.25,0.0500000000000114,8,14.8214009644171,-0.0571244419639121,-0.386157373108369,-0.0119577400666039
"Haknovec","Hk",14.19022,49.93912,287,3,2017,5008,36.23,7.45000000000005,11.15,2.55000000000001,5,17.2521899766066,0.969502372377803,0.231052676639234,1.39533729354939
"Císarská rokle","Cr",14.13109,49.92955,270,3,2017,4823,36.85,7.35000000000002,11.05,2.45000000000005,6,17.1786963531591,0.994817228654857,0.18893091327017,1.40243072284566
"Kodská stena","Ks",14.12305,49.93391,350,3,2017,5156,36.67,7.15000000000003,10.85,2.25,7,17.0325566643441,0.984921457977381,0.193945725882556,1.38829802643808
"Radotánské údolí","Ru",14.312,49.99823,290,3,2017,5019,38.08,7.25,10.95,2.25,8,17.1257444758649,0.947588808818688,0.247570769932607,1.40981755385259
"Haknovec","Hk",14.19022,49.93912,287,3,2018,4157,30.05,2.15000000000003,6.15000000000003,-1.84999999999997,5,13.1705276705833,-0.83072530252778,-0.158488392007044,-1.17203606706264
"Císarská rokle","Cr",14.13109,49.92955,270,3,2018,3976,31.36,2.05000000000001,6.05000000000001,-1.94999999999999,6,13.0891429263218,-0.804938240424499,-0.14690150612478,-1.14563111724099
"Kodská stena","Ks",14.12305,49.93391,350,3,2018,4179,31.25,1.85000000000002,5.95000000000005,-2.04999999999995,7,13.0183739695412,-0.788512502213426,-0.139480076419947,-1.17916717479591
"Radotánské údolí","Ru",14.312,49.99823,290,3,2018,3964,32.3,1.95000000000005,5.95000000000005,-2.04999999999995,8,12.9453559408066,-0.875095931423869,-0.0976647311773686,-1.18859936262041
"Haknovec","Hk",14.19022,49.93912,287,3,2019,5176,31.25,7.25,10.95,2.95000000000005,5,16.4475354144433,0.614607404852478,-0.0828493495514558,1.29845527994137
"Císarská rokle","Cr",14.13109,49.92955,270,3,2019,5057,31.83,7.15000000000003,10.75,2.85000000000002,6,16.1798927351239,0.555257676186728,-0.118150825411551,1.30627744586127
"Kodská stena","Ks",14.12305,49.93391,350,3,2019,5422,31.68,6.95000000000005,10.55,2.65000000000003,7,16.0422186755775,0.547398017995559,-0.113027475868273,1.29141254714624
"Radotánské údolí","Ru",14.312,49.99823,290,3,2019,5316,31.63,7.05000000000001,10.75,2.65000000000003,8,16.3651187809989,0.615949575900028,-0.137683379229909,1.31176408530644
"Haknovec","Hk",14.19022,49.93912,287,4,1979,6127,46.37,6.95000000000005,10.85,2.15000000000003,5,16.959831003314,-1.32413123307729,0.944469388151317,-1.2841130925545
"Císarská rokle","Cr",14.13109,49.92955,270,4,1979,5882,48.04,6.85000000000002,10.65,2.05000000000001,6,16.6720688429272,-1.33975799706184,0.922063529068327,-1.26699056681318
"Kodská stena","Ks",14.12305,49.93391,350,4,1979,6063,47.86,6.65000000000003,10.45,1.95000000000005,7,16.406221908456,-1.38831017478785,0.934346570345414,-1.27864458145628
"Radotánské údolí","Ru",14.312,49.99823,290,4,1979,6101,47.3,6.75,10.65,1.85000000000002,8,16.8508741227218,-1.2603037525862,0.848236768342441,-1.23600898289153
"Haknovec","Hk",14.19022,49.93912,287,4,1980,6462,77.17,5.85000000000002,9.55000000000001,1.25,5,14.9748271199454,-2.00106700910773,2.77732521455512,-1.91360766292634
"Císarská rokle","Cr",14.13109,49.92955,270,4,1980,6183,79.26,5.75,9.35000000000002,1.15000000000003,6,14.6902808285085,-2.0121888539789,2.71831013670228,-1.89699359397168
"Kodská stena","Ks",14.12305,49.93391,350,4,1980,6331,78.63,5.55000000000001,9.15000000000003,0.950000000000045,7,14.5658266811137,-2.01356744489696,2.72468907668765,-1.91026419398289
"Radotánské údolí","Ru",14.312,49.99823,290,4,1980,6356,77.56,5.55000000000001,9.25,0.950000000000045,8,14.708225985016,-1.97174501857944,2.55251283599007,-1.91395370929355
"Haknovec","Hk",14.19022,49.93912,287,4,1981,7022,25.51,7.75,12.35,2.35000000000002,5,20.0759260717639,-0.261465184401293,-0.296873876094896,-0.826298859556828
"Císarská rokle","Cr",14.13109,49.92955,270,4,1981,6747,27.46,7.65000000000003,12.15,2.25,6,19.7705803205361,-0.288417130684109,-0.262009346815936,-0.808806547061551
"Kodská stena","Ks",14.12305,49.93391,350,4,1981,6968,27.49,7.45000000000005,12.05,2.05000000000001,7,19.7976206139246,-0.236113806894054,-0.250875296869124,-0.81928486325511
"Radotánské údolí","Ru",14.312,49.99823,290,4,1981,6962,26.6,7.55000000000001,12.05,1.95000000000005,8,19.8424431388408,-0.266988233028833,-0.317609715474673,-0.78404583195683
"Haknovec","Hk",14.19022,49.93912,287,4,1982,7259,15.92,6.65000000000003,10.65,1.45000000000005,5,17.9782633593057,-0.976820427786663,-0.867558531134262,-1.45579342992864
"Císarská rokle","Cr",14.13109,49.92955,270,4,1982,7064,16.25,6.55000000000001,10.55,1.35000000000002,6,17.905656024625,-0.921195527395124,-0.906978099909357,-1.43880957422005
"Kodská stena","Ks",14.12305,49.93391,350,4,1982,7283,16.19,6.35000000000002,10.35,1.05000000000001,7,17.8558251949495,-0.895820855000265,-0.908362145152102,-1.45090447578172
"Radotánské údolí","Ru",14.312,49.99823,290,4,1982,7281,16.77,6.35000000000002,10.35,1.05000000000001,8,17.7680006719326,-0.955782603376327,-0.871245992572366,-1.46199055835886
"Haknovec","Hk",14.19022,49.93912,287,4,1983,7101,48.37,10.05,14.25,5.35000000000002,5,19.6577568611828,-0.404071302932603,1.06348600025546,0.489917060311555
"Císarská rokle","Cr",14.13109,49.92955,270,4,1983,6930,48.45,9.95000000000005,14.05,5.25,6,19.3792952656812,-0.421182160455514,0.945652930385749,0.508472509724377
"Kodská stena","Ks",14.12305,49.93391,350,4,1983,7171,48.13,9.75,13.95,5.05000000000001,7,19.4497737850834,-0.354291552296838,0.950056433091999,0.501374326573206
"Radotánské údolí","Ru",14.312,49.99823,290,4,1983,7093,56.7,9.85000000000002,14.05,5.15000000000003,8,19.2509948893926,-0.463371710069307,1.377654978385,0.515348226980409
"Haknovec","Hk",14.19022,49.93912,287,4,1984,6959,46.52,7.25,11.65,1.65000000000003,5,19.1021500930205,-0.593547052539414,0.953395634059128,-1.11243275518039
"Císarská rokle","Cr",14.13109,49.92955,270,4,1984,6696,47.81,7.15000000000003,11.45,1.55000000000001,6,18.8155509806437,-0.612463493227649,0.908830450280505,-1.09517155940632
"Kodská stena","Ks",14.12305,49.93391,350,4,1984,6879,47.19,6.95000000000005,11.35,1.35000000000002,7,18.8539160455693,-0.556728712558308,0.895362836863149,-1.10638468713084
"Radotánské údolí","Ru",14.312,49.99823,290,4,1984,6808,51.89,6.95000000000005,11.35,1.35000000000002,8,18.6847426024792,-0.651389162297627,1.1067505538845,-1.12301819515783
"Haknovec","Hk",14.19022,49.93912,287,4,1985,7160,21.7,8.45000000000005,12.55,3.65000000000003,5,18.9609101082089,-0.641713406029218,-0.523600522153288,-0.425711405683818
"Císarská rokle","Cr",14.13109,49.92955,270,4,1985,7020,22.42,8.35000000000002,12.45,3.55000000000001,6,18.8827945857597,-0.589647392473507,-0.551986377644736,-0.407895529778886
"Kodská stena","Ks",14.12305,49.93391,350,4,1985,7282,22.17,8.15000000000003,12.25,3.35000000000002,7,18.7313146558025,-0.598381401686336,-0.560417777653676,-0.4173451098291
