"","sens","driver","vital.rate"
"421",0.000705733882052454,"temp","R3"
"422",0.00197598203461738,"temp","R3"
"423",0.00189099333859434,"temp","R3"
"424",0.0031687558219239,"temp","R3"
"425",0.00110797198811872,"temp","R3"
"426",0.00223671181848691,"temp","R3"
"427",0.00395190531118727,"temp","R3"
"428",0.00220118152213905,"temp","R3"
"429",0.00225537272850689,"temp","R3"
"430",0.0024534871000883,"temp","R3"
"431",0.0051461417992212,"temp","R3"
"432",0.00462316820824049,"temp","R3"
"433",0.00726510942669968,"temp","R3"
"434",0.00132822005002643,"temp","R3"
"435",0.00101375525723849,"temp","R3"
"436",0.00346021275935129,"temp","R3"
"437",0.000987560487788182,"temp","R3"
"438",0.00336468000636889,"temp","R3"
"439",0.00261340493109543,"temp","R3"
"440",0.00483011510777653,"temp","R3"
"441",0.00567078784418725,"temp","R3"
"442",0.00191202519528111,"temp","R3"
"443",0.00140496252178979,"temp","R3"
"444",0.00119054309880903,"temp","R3"
"445",0.000633507263897377,"temp","R3"
"446",0.00418377228310277,"temp","R3"
"447",0.00614477910035151,"temp","R3"
"448",0.00103976121528816,"temp","R3"
"449",0.000500209616601552,"temp","R3"
"450",0.00460217344359901,"temp","R3"
"451",0.00164422260409793,"temp","R3"
"452",0.00184026967889652,"temp","R3"
"453",0.00449032489276634,"temp","R3"
"454",0.00282014174212784,"temp","R3"
"455",0.00357356630982484,"temp","R3"
"456",0.00690657741626799,"temp","R3"
"457",0.00392790202165276,"temp","R3"
"458",0.00122691220279938,"temp","R3"
"459",0.0117017605816648,"temp","R3"
"460",0.00316146285054286,"temp","R3"
"461",0.00425443705839849,"temp","R3"
"462",0.00196737679488181,"temp","R3"
"463",0.00694213119674536,"temp","R3"
"464",0.0037629109791205,"temp","R3"
"465",0.00130697992064168,"temp","R3"
"466",0.00229305345494228,"temp","R3"
"467",0.00132065802800937,"temp","R3"
"468",0.00273066753433352,"temp","R3"
"469",0.0052048918406679,"temp","R3"
"470",0.00237709717489403,"temp","R3"
"471",0.00145816735902959,"temp","R3"
"472",0.00333122674320716,"temp","R3"
"473",0.00669379392897569,"temp","R3"
"474",0.00185081466703853,"temp","R3"
"475",0.000850550691269764,"temp","R3"
"476",0.00530285791045386,"temp","R3"
"477",0.00400647303677139,"temp","R3"
"478",0.00123671457566045,"temp","R3"
"479",0.00212199590620845,"temp","R3"
"480",0.00142328973613443,"temp","R3"
"481",0.00148160193926827,"temp","R3"
"482",0.00352858148011613,"temp","R3"
"483",0.00670124850594794,"temp","R3"
"484",0.000812200248052273,"temp","R3"
"485",0.00149437251067901,"temp","R3"
"486",0.0034046533332732,"temp","R3"
"487",0.00351287727233348,"temp","R3"
"488",0.00341204611627413,"temp","R3"
"489",0.00167027843323218,"temp","R3"
"490",0.00169838951181271,"temp","R3"
"491",0.00512719676883383,"temp","R3"
"492",0.00088588542803051,"temp","R3"
"493",0.00675293308097909,"temp","R3"
"494",0.00324990548215916,"temp","R3"
"495",0.00345752353509656,"temp","R3"
"496",0.00264190421669057,"temp","R3"
"497",0.00210893013414983,"temp","R3"
"498",0.00111826370337546,"temp","R3"
"499",0.00159861045958408,"temp","R3"
"500",0.00338964279841462,"temp","R3"
"501",0.024756581728681,"temp","R4"
"502",0.0389493186377015,"temp","R4"
"503",0.0825077904726737,"temp","R4"
"504",0.0256022536648462,"temp","R4"
"505",0.0290954666361615,"temp","R4"
"506",0.0479143074769134,"temp","R4"
"507",0.0506175891926703,"temp","R4"
"508",0.0042511151156432,"temp","R4"
"509",0.0289467754673898,"temp","R4"
"510",0.0329410671618064,"temp","R4"
"511",0.0291537673766991,"temp","R4"
"512",0.0187961109694641,"temp","R4"
"513",0.00113368487595577,"temp","R4"
"514",0.0404689539082744,"temp","R4"
"515",0.0290326879686217,"temp","R4"
"516",0.0235289131453691,"temp","R4"
"517",0.0217856709575657,"temp","R4"
"518",0.0185803326568381,"temp","R4"
"519",0.0384159985151639,"temp","R4"
"520",0.0453799703159996,"temp","R4"
"521",0.0160694600284382,"temp","R4"
"522",0.0295560123568249,"temp","R4"
"523",0.0190628782075205,"temp","R4"
"524",0.0479099267671088,"temp","R4"
"525",0.0284248441220654,"temp","R4"
"526",0.0299348037377168,"temp","R4"
"527",0.0516447731203216,"temp","R4"
"528",0.0268197591511709,"temp","R4"
"529",0.0273093954323383,"temp","R4"
"530",0.0458391552459929,"temp","R4"
"531",0.0578856551332676,"temp","R4"
"532",0.049125145693411,"temp","R4"
"533",0.0468814424436103,"temp","R4"
"534",0.0170928053498855,"temp","R4"
"535",0.0210516597978801,"temp","R4"
"536",0.0406885663891676,"temp","R4"
"537",0.0212080801499671,"temp","R4"
"538",0.0372894345896619,"temp","R4"
"539",0.0323436385400622,"temp","R4"
"540",0.0488334607992854,"temp","R4"
"541",0.0494780013688096,"temp","R4"
"542",0.0286607100633189,"temp","R4"
"543",0.0219199500573152,"temp","R4"
"544",0.0190104361029744,"temp","R4"
"545",0.00509508449847913,"temp","R4"
"546",0.0321658247106651,"temp","R4"
"547",0.0578010009068152,"temp","R4"
"548",0.00852010157639177,"temp","R4"
"549",0.0203060653967966,"temp","R4"
"550",0.0402363102481959,"temp","R4"
"551",0.0322293997758168,"temp","R4"
"552",0.0286362173209026,"temp","R4"
"553",0.0537695907024782,"temp","R4"
"554",0.0354159203120054,"temp","R4"
"555",0.04672128639407,"temp","R4"
"556",0.0468747482225835,"temp","R4"
"557",0.0442205211205713,"temp","R4"
"558",0.0189830251127873,"temp","R4"
"559",0.082231614018488,"temp","R4"
"560",0.0313168986723748,"temp","R4"
"561",0.0289506726830607,"temp","R4"
"562",0.0437029284144741,"temp","R4"
"563",0.0552612755561147,"temp","R4"
"564",0.0371462386372099,"temp","R4"
"565",0.017501728580771,"temp","R4"
"566",0.0349092325925159,"temp","R4"
"567",0.0318063531278468,"temp","R4"
"568",0.0263880172691406,"temp","R4"
"569",0.0313035563536919,"temp","R4"
"570",0.0405716890611342,"temp","R4"
"571",0.0180549469779547,"temp","R4"
"572",0.0406869311658212,"temp","R4"
"573",0.0514898780485463,"temp","R4"
"574",0.0319053240008914,"temp","R4"
"575",0.00717877507245151,"temp","R4"
"576",0.0357080634765266,"temp","R4"
"577",0.0626813961937542,"temp","R4"
"578",0.0190109603861258,"temp","R4"
"579",0.0449079775797439,"temp","R4"
"580",0.0140955689180077,"temp","R4"
"581",0.00566812466463971,"temp","R4"
"582",0.0384540290094158,"temp","R4"
"583",0.046113218065342,"temp","R4"
"584",0.0066484246789305,"temp","R4"
"585",0.0393865986020554,"temp","R4"
"586",0.044420112788172,"temp","R4"
"587",0.0299244668709477,"temp","R4"
"588",0.0480115799027933,"temp","R4"
"589",0.0172985870904792,"temp","R4"
"590",0.0271129896306229,"temp","R4"
"591",0.0541700068622191,"temp","R4"
"592",0.0127993972151789,"temp","R4"
"593",0.0571985803798782,"temp","R4"
"594",0.0389087104838063,"temp","R4"
"595",0.0428164503076043,"temp","R4"
"596",0.0312946390938496,"temp","R4"
"597",0.025508711016553,"temp","R4"
"598",0.0100158184472055,"temp","R4"
"599",0.0102725599484116,"temp","R4"
"600",0.0389579170747423,"temp","R4"
"601",0.0266934666769773,"temp","S1"
"602",0.0425150311095839,"temp","S1"
"603",0.0491026826002178,"temp","S1"
"604",0.0307414131852869,"temp","S1"
"605",0.0314738130805289,"temp","S1"
"606",0.0431141090520051,"temp","S1"
"607",0.0522613622421126,"temp","S1"
"608",0.0132206607897239,"temp","S1"
"609",0.0335854987317047,"temp","S1"
"610",0.0364538282676859,"temp","S1"
"611",0.0344757888194231,"temp","S1"
"612",0.0242821371523637,"temp","S1"
"613",0.0159334018843453,"temp","S1"
"614",0.0394327141245972,"temp","S1"
"615",0.0291806427939018,"temp","S1"
"616",0.0301726990559933,"temp","S1"
"617",0.00344163049280328,"temp","S1"
"618",0.0235706706228143,"temp","S1"
"619",0.0385676643578334,"temp","S1"
"620",0.0406721951965152,"temp","S1"
"621",0.0238368199555632,"temp","S1"
"622",0.0310516521184596,"temp","S1"
"623",0.0304433241042019,"temp","S1"
"624",0.0429150597277892,"temp","S1"
"625",0.0282783717590266,"temp","S1"
"626",0.0334585760568592,"temp","S1"
"627",0.0470529705661985,"temp","S1"
"628",0.0346636243702734,"temp","S1"
"629",0.0323435694000849,"temp","S1"
"630",0.0394455696307913,"temp","S1"
"631",0.0496074862033893,"temp","S1"
"632",0.0486579366347696,"temp","S1"
"633",0.0436583196979293,"temp","S1"
"634",0.02334638786584,"temp","S1"
"635",0.0278358039204638,"temp","S1"
"636",0.0388980928225993,"temp","S1"
"637",0.025831449705692,"temp","S1"
"638",0.044739760447655,"temp","S1"
"639",0.0421274912005828,"temp","S1"
"640",0.0427908328045422,"temp","S1"
"641",0.0522030387173436,"temp","S1"
"642",0.0289072759139913,"temp","S1"
"643",0.0325247768278664,"temp","S1"
"644",0.0246023582883137,"temp","S1"
"645",0.0187381271017838,"temp","S1"
"646",0.0403441972588107,"temp","S1"
"647",0.0540517929955279,"temp","S1"
"648",0.021414944489739,"temp","S1"
"649",0.0198100371168747,"temp","S1"
"650",0.0433955616460376,"temp","S1"
"651",0.0346177647749301,"temp","S1"
"652",0.0334971161989092,"temp","S1"
"653",0.0489886144408363,"temp","S1"
"654",0.0393860564492421,"temp","S1"
"655",0.0456430841486739,"temp","S1"
"656",0.0476630122139976,"temp","S1"
"657",0.0379947772026248,"temp","S1"
"658",0.0267497858461308,"temp","S1"
"659",0.0580633310526618,"temp","S1"
"660",0.0352280641985737,"temp","S1"
"661",0.0413422433996344,"temp","S1"
"662",0.0336033901517601,"temp","S1"
"663",0.0477989359420483,"temp","S1"
"664",0.0404759974873694,"temp","S1"
"665",0.0300776114634814,"temp","S1"
"666",0.0339014138375355,"temp","S1"
"667",0.026291986951589,"temp","S1"
"668",0.0332507637156098,"temp","S1"
"669",0.0362528144266294,"temp","S1"
"670",0.0360910248677712,"temp","S1"
"671",0.0268819967394927,"temp","S1"
"672",0.041012408506975,"temp","S1"
"673",0.0544611833028972,"temp","S1"
"674",0.0347472714590844,"temp","S1"
"675",0.022019802834645,"temp","S1"
"676",0.042927592114421,"temp","S1"
"677",0.0511489208660759,"temp","S1"
"678",0.0243394005795095,"temp","S1"
"679",0.0375444553322581,"temp","S1"
"680",0.0206659754458532,"temp","S1"
"681",0.0230924920622779,"temp","S1"
"682",0.0423168825079265,"temp","S1"
"683",0.048369826508036,"temp","S1"
"684",0.0214100170360663,"temp","S1"
"685",0.0358486564453855,"temp","S1"
"686",0.0447750914439796,"temp","S1"
"687",0.0380505812350189,"temp","S1"
"688",0.0386360101830153,"temp","S1"
"689",0.0293799932962424,"temp","S1"
"690",0.0325328998011908,"temp","S1"
"691",0.0496717282745331,"temp","S1"
"692",0.0221921762483669,"temp","S1"
"693",0.0499502353953172,"temp","S1"
"694",0.0431869156775761,"temp","S1"
"695",0.0379997394790999,"temp","S1"
"696",0.034518268184065,"temp","S1"
"697",0.0349323983482363,"temp","S1"
"698",0.021305683544035,"temp","S1"
"699",0.0204694186389115,"temp","S1"
"700",0.0335198742006118,"temp","S1"
"701",0.0227370057533049,"temp","S2"
"702",0.0332135712212225,"temp","S2"
"703",0.0482449269634913,"temp","S2"
