"species","study.doi","year.of.publication","group","continent","driver","driver.type","stage.age","vital.rates","sens","mat","n.vr","n.pam","dens","biotic_interactions","lambda.sim","study.length"
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",0.000102034555684371,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",0.000101787723926364,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.85501985086245e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.80279016804094e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.73824904090965e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",0.000110256938818923,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",0.00010361467084736,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",0.000109989173217157,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.3678707034188e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",8.86467355430269e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.59751683617665e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.18722198441524e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.07575133750225e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",8.75142065710619e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",8.97400990848669e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",8.79649609687221e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.15078412150762e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",0.00010112687579656,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.72782231000022e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.11259275311325e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.00505376302074e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.53887333101785e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.75475277473342e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.84266839117255e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",0.000103806171289956,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",0.000106432111247504,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.08191868728878e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.17783867046874e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",0.000106159494094527,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",0.000106011658127051,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",0.000107165890108143,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.97114203373891e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",0.000104599836350615,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",0.000108884812290842,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",0.000105125958279523,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.86724151192602e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",0.000102750042593237,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.51892138681154e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.68250584137832e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",8.97540146203106e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.56945937835416e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.08329264127399e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",8.89350132935009e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.34401719297693e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.1464503843952e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.21049102337032e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",7.50446879717271e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",7.84848753194023e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",8.7755531437279e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.059236222429e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",8.78394468586048e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.58849513691129e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",8.53258929548187e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",7.26459736149445e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",8.61567042182502e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.17448417976353e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",9.17594739702477e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",8.82634142948851e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","Rain","C","adult","survival",8.83374092782879e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",1.7251423707067e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",1.47676993620579e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",1.52553317091265e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",5.23218397486866e-06,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",1.16124375629808e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",1.27176010267341e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",1.40959086563295e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",2.38520844958226e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",2.52899071628688e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",8.9921513970119e-06,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",1.7958104170674e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",2.62305210860251e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",1.90120175074217e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",1.50524652613367e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",1.27319245446284e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",1.03669102224207e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",1.55783462458938e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",7.41752355621041e-06,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",9.3880186558831e-06,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",7.30626132258616e-06,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",1.66529890596716e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",1.71475602030816e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",1.79284156259921e-05,2.8,3,12,0,0,1,37
"Spheniscus magellanicus","10.1073/pnas.2209821120",2022,"Birds","South America","SSTA_b","C","adult","survival",2.42828748589e-05,2.8,3,12,0,0,1,37
