"","Month","Year","sum_prcp","mean_tavg","mean_tmin","mean_tmax","min_tmin","max_tmax","SPEI"
"1",1,1998,-0.109794311868953,0.132760104689596,0.101230618273849,0.307701108122124,0.899881336596705,-0.567569333002788,NA
"2",2,1998,1.74156882975048,-0.863015646542927,0.0379094131953647,-1.23542527352931,0.0389939799267482,-0.42152321699545,NA
"3",3,1998,1.95275298364261,-1.04797174464149,-0.667633445216701,-1.03336011377571,-0.748199192573223,0.339018517476114,NA
"4",4,1998,-0.31515355568251,-2.02122136727969,-1.98917990366073,-1.77203166619011,-0.27607735733867,-0.670853224363374,NA
"5",5,1998,-0.26253985450476,-0.988254765231488,-2.09333135658057,0.0924333256775567,0.246990334375899,-0.0866968804955208,NA
"6",6,1998,-0.554053722981985,-1.60808294944346,-2.3225582024013,-0.731691836651136,-1.20781628279999,0.500041159685078,NA
"7",7,1998,0.31723730460792,-0.40836515646446,-0.175264494995568,-0.629545192127738,1.27054299026727,-1.4331208024748,NA
"8",8,1998,-0.858865025237174,0.649943388651092,0.796561318785147,0.400049161959544,0.7025565209367,0.137423292980951,NA
"9",9,1998,-0.61386911598544,1.24180772046208,1.1773982332279,1.56883529188098,0.378775130057719,-0.603792678794577,NA
"10",10,1998,0.291901107958212,0.188429691005543,0.445346924283441,-0.31471815916395,-0.732081912856758,-0.217236198825621,NA
"11",11,1998,-0.238294160970334,0.319396197952544,0.236262510041327,0.448577277473822,0.644793461949431,-0.322575003448661,NA
"12",12,1998,-0.520862152656017,0.296246932941637,0.0340033773893041,0.675502583461172,0.861649964088226,-0.214370101648762,0.363945415397399
"13",1,1999,-0.561212251168526,1.31395691255264,0.758730342257428,1.44031628027159,0.983281656291332,1.06149039276861,0.239998332422717
"14",2,1999,-0.623970155493763,0.703793782618369,-0.133025166278279,1.21429579572841,-0.132218667013299,0.0105306282151264,-0.149415141553086
"15",3,1999,0.324415840972728,0.397506766074292,0.26978134797291,0.479116769929717,0.936290021411443,-1.17424638348837,-0.461241604808675
"16",4,1999,0.00955876685657016,-1.08403915431743,-1.23728968972874,-0.817465058504872,-1.27530514146641,0.2513763457495,-0.408634841560598
"17",5,1999,0.153247436056497,-0.486658967121707,-0.325219157990017,-0.532264898407092,-0.610772326380918,-1.26635628072022,-0.305262318040011
"18",6,1999,-0.629634005823728,-1.32282689000498,-1.05002922270988,-1.43035914386108,-2.152163842895,-0.107711584038629,-0.392416550060874
"19",7,1999,0.407755336322987,-1.18793986824902,-0.576859692176509,-1.31981180642875,-0.913789659028376,0.539223331131872,-0.388572941116942
"20",8,1999,1.81378531452368,-0.969768980566914,-0.616403260605474,-1.05004918874368,0.360457514049114,-1.64350818877399,0.619046733178598
"21",9,1999,-0.626820909533532,-0.510199644640667,-1.08845010321887,-0.575000297214897,-1.03211584955362,-1.57443874928823,0.79136134502582
"22",10,1999,-0.92598134236364,0.0481099552684622,-1.24897337825987,0.628273793846729,-0.688776254785096,-0.0317779666482579,0.52468231269023
"23",11,1999,-0.753925387059462,0.891060924704441,-0.533286679242484,1.66676982651198,-0.708693267135889,0.44560433152016,0.407430267370557
"24",12,1999,0.229078173911869,-0.930491393370939,-1.06732945112673,-0.587920419175391,-0.0972331529392465,-1.55875236983041,0.53992850082375
"25",1,2000,-0.591077668427263,1.04120195969225,0.81633916331316,1.10045582498866,-0.32634050258077,1.67142815024584,0.567266675840374
"26",2,2000,-0.487742290341497,1.01989947371114,0.700587354721979,1.10790708315449,0.654543542613389,0.0678232309664586,0.591965924656535
"27",3,2000,2.54373044129448,-0.350156462368741,-0.0500154281232629,-0.459602007933321,0.746275874414977,-1.54797706404227,0.970492963302471
"28",4,2000,-0.115180543326234,0.928814819142648,0.93785403239224,0.88278987052828,0.0153649710544185,1.26166878887532,0.857397188674204
"29",5,2000,-0.580393111224317,1.72667775079124,1.29609023900477,1.84575852128013,0.563528804692584,1.57095908676599,0.547179881362439
"30",6,2000,0.298350267696319,-0.586499551784584,0.0747530466689781,-1.05714042173491,0.94660670017607,-0.574627196639966,0.570689137736413
"31",7,2000,0.12123817318243,0.581168778963561,-0.113692613297068,0.766955630990911,-0.245214948782436,2.43670609071574,0.180517732690732
"32",8,2000,-0.269978274179319,0.50465214346282,0.723009414589406,0.392401528284941,-0.0312529268288221,-0.0283813355251503,-0.709991424325452
"33",9,2000,-0.850048386324683,0.772353699872436,0.318235291180712,1.26277700532167,-1.59676615507771,0.540216831576104,-0.993738037212603
"34",10,2000,0.945321424764686,-0.589240344284045,0.157497094420265,-1.86222621364638,0.978147111106219,1.31444481401521,-0.569764955829831
"35",11,2000,2.29644908846829,-2.61303279721584,-2.22105859212146,-2.40733862369479,-0.00328243725401688,-2.76767329473869,0.135842731914755
"36",12,2000,0.209046640243767,0.0491982754445769,0.272200011744796,-0.0683169685702473,-0.31624947959229,-0.885805146995317,0.0654454088302633
"37",1,2001,0.485547748116768,-1.53309447023003,-0.565803202044334,-1.83862708579485,-0.508159029519104,-1.87705431266481,0.370010486637225
"38",2,2001,-0.0838299319834634,0.261308057033466,0.388432793665316,0.272044866535784,0.120936365243545,-0.288952134111219,0.529169527706395
"39",3,2001,0.770659408825312,-0.601569893618641,-0.250243214871455,-0.5352681840263,0.756237135663935,0.217372624936133,0.290538536252709
"40",4,2001,-0.201132773965308,0.360781950050603,0.272298693236022,0.690437193744177,1.64442653797323,0.218905324897555,0.459000883998877
"41",5,2001,0.142295676049165,0.824941195107963,0.746186734193239,0.884198952024332,0.361565144278737,0.374533769147281,0.667615806635685
