"","id","Month","Year","sum_prcp","mean_tavg","mean_tmin","mean_tmax","min_tmin","max_tmax","SPEI"
"1","USS0009J01S",1,1986,-1.16051676722801,2.68602346319084,3.81650325190949,-0.366975435949091,4.37197590836222,-3.16441672008644,NA
"2","USS0009J01S",2,1986,1.52322326720919,2.07513872104303,4.01569846393426,-1.41581812355066,4.42703385069216,-3.42944275004186,NA
"3","USS0009J01S",3,1986,0.726978583242466,1.46425397889522,3.38601108694356,-2.46466081115222,4.15640001892771,-3.69446877999728,NA
"4","USS0009J01S",4,1986,1.47327742805457,1.37315821851954,2.93493961135379,-1.00035865865916,3.28065836036603,-2.16212263417159,NA
"5","USS0009J01S",5,1986,-0.441821882650811,0.549406874057748,0.921553802468746,-0.964154316244055,0.306558846528066,-1.33944840240652,NA
"6","USS0009J01S",6,1986,-0.601763945153112,0.580081955620357,0.274046072556803,0.879402958725411,0.753310958723496,0.637543627524362,NA
"7","USS0009J01S",7,1986,-0.537204072132934,-1.21986665680413,-0.989488135862245,-1.27100075389026,-0.460782747343821,-0.13874582298157,NA
"8","USS0009J01S",8,1986,0.0358402003860644,-1.05026308138483,-0.582712863522799,-0.947369741784946,0.334466127926354,-0.197461083204033,NA
"9","USS0009J01S",9,1986,1.54061110982094,-2.51100454297073,-1.73121196114451,-2.45051143018999,-1.09831749257471,-1.09118105415489,NA
"10","USS0009J01S",10,1986,0.216935959579206,-1.24716207182566,-0.533203543332169,-1.2773080295731,0.203899079699896,-0.938995472455906,NA
"11","USS0009J01S",11,1986,-0.571945907868053,-0.180218591121418,-0.0982152078506501,-0.43404291674435,0.0311608572981221,-1.5283442800088,NA
"12","USS0009J01S",12,1986,-1.19194358292718,0.8334453803217,-0.376157131085807,-0.873536126454298,-0.118683179816028,-2.26529980564825,0.552259511236761
"13","USS0009J01S",1,1987,0.426012484172305,-0.515539977625128,-0.468674600485251,-0.634959317606532,-0.574289852521361,0.633843713279833,0.966420577258742
"14","USS0009J01S",2,1987,0.2508648101544,-0.268886130030011,-0.122822908832809,-0.630781351817576,0.0845419065437447,0.383742957862752,0.710929265599258
"15","USS0009J01S",3,1987,0.385416466776055,1.62959625114128,-1.57757794505521,-1.24239346911104,-0.747142351580528,-2.75797985734074,0.501449314762308
"16","USS0009J01S",4,1987,-1.3517700113078,0.620184940523888,-0.19538136124926,1.40654076042325,-0.272895161175623,0.941209075879933,-0.373930628312734
"17","USS0009J01S",5,1987,-0.0933464510872259,-0.0411832749767219,0.34415498251235,-0.0330136458877381,1.59272302970597,0.0125081272321024,-0.140957938549965
"18","USS0009J01S",6,1987,-0.058283909023126,-0.0629050324266698,-0.261882457556141,0.149465720539038,0.165294850655156,-0.772616429965963,0.113429720234517
"19","USS0009J01S",7,1987,1.16615859987867,-1.52903779559194,-1.31808550679627,-1.53377312329695,-1.51238509097512,-0.68964835540839,0.532376559542952
"20","USS0009J01S",8,1987,1.37614991641095,-1.089642879473,-2.13138366484445,-1.01335739934258,-1.24889322644422,-0.345767961054407,0.776247101813294
"21","USS0009J01S",9,1987,-1.11059817136406,-1.24170298882135,-1.16729324842864,-1.27604657443653,-0.193502786585505,-0.778945542561039,0.130351753811535
"22","USS0009J01S",10,1987,-0.379140054712502,0.478836016747724,0.0613662225724199,0.776165194720169,0.99083488528865,0.879142834103882,-0.114857428331936
"23","USS0009J01S",11,1987,0.236902426327929,-0.640641514991134,-0.169267784838652,-0.885643601561692,-0.241296894975204,-0.400683179604077,-0.0855480061916298
"24","USS0009J01S",12,1987,-0.132287350750382,-1.0663457351233,-0.753693425502552,-1.68493965427139,-0.413017465759775,-0.191389726774749,-0.0126069547706875
"25","USS0009J01S",1,1988,-0.135883292365304,-1.27918276921953,-1.18287090921771,-1.41086613775424,-0.324298081213166,-0.206479391447218,-0.0324895695482787
"26","USS0009J01S",2,1988,-1.71165171906041,-0.101132427908822,-0.252965988347642,0.552994530553403,-0.145017138961898,0.383742957862752,-0.454816096476753
"27","USS0009J01S",3,1988,-0.0406907280236254,-1.65802647517183,-1.03516791157102,-1.43614811825002,-0.392418009884187,-0.35794161190285,-0.274432355757535
"28","USS0009J01S",4,1988,0.5522912665042,-0.0153066921491002,-0.146601507296821,-0.013787446778799,0.0709971151026014,-0.179195073596364,0.336158650620595
"29","USS0009J01S",5,1988,0.54784834298977,-0.187975146180878,-0.828261709202391,0.0415538554417084,-1.08678568524799,0.387751944195161,0.494813942533097
"30","USS0009J01S",6,1988,-0.51538301225828,0.618661174903179,0.703273899841831,0.840730787165867,-0.212715504531635,1.62987848279533,0.396329701350997
"31","USS0009J01S",7,1988,-1.34893787830732,0.23494477540604,-0.365544318433945,0.910009912185323,-0.329332454389909,0.53457949442899,-0.248038639850593
"32","USS0009J01S",8,1988,-0.493229424360601,-0.06087324324511,-0.942151655537945,0.668729808387097,0.181237803309847,0.777340713142223,-0.859908272771059
"33","USS0009J01S",9,1988,-0.817826594300684,-0.873043420854542,-1.1335375508365,-0.693558001807113,-0.729689279023553,1.45271694559175,-0.896055293857267
"34","USS0009J01S",10,1988,-1.24345027543548,1.57489620705086,0.311170684864493,2.39934154140637,1.49853540502333,0.96737222247273,-1.26443216970548
"35","USS0009J01S",11,1988,-0.00207549059361113,-0.749807398281519,-0.84744407635885,-0.896266154660736,-0.266065781545506,-0.13967100125664,-1.38128432951886
"36","USS0009J01S",12,1988,1.13011899083208,-0.994924420487605,-1.05242101530198,-0.364135911112563,-1.29602032359102,0.760192839993159,-1.32153075233818
