"population","focal_vr","focal_cov","focal_min_max","projection","lambda","focal_vr_full","focal_cov_full","focal_cov_cat"
"SCarbDist","non_repro_survival","fallR","max",2,0.985832216190232,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraCarboneraY5","non_repro_survival","fallR","max",2,0.907007102065906,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraRetinY5","non_repro_survival","fallR","max",2,0.871739751980736,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Vertedero","non_repro_survival","fallR","max",2,0.872184331224777,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Bujeo","repro_survival","fallR","max",2,0.746795125207246,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Prisoneros","repro_survival","fallR","max",2,0.971463135923509,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Retin","repro_survival","fallR","max",2,0.954680356547558,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"MonteraTorero","repro_survival","fallR","max",2,0.948360287308588,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SCarbDist","repro_survival","fallR","max",2,0.936215963746414,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraCarboneraY5","repro_survival","fallR","max",2,0.869243785985834,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraRetinY5","repro_survival","fallR","max",2,0.864186889748582,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Vertedero","repro_survival","fallR","max",2,0.831893117361034,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraCarboneraY5","flowering","prevfallR","max",2,0.915806332755325,"Reproduction","Previous fall cumulative
rainfall","Rainfall"
"SierraRetinY5","flowering","prevfallR","max",2,0.85462746265008,"Reproduction","Previous fall cumulative
rainfall","Rainfall"
"Vertedero","flowering","prevfallR","max",2,0.886363479954504,"Reproduction","Previous fall cumulative
rainfall","Rainfall"
"Bujeo","flowering","prevwinterR","max",2,0.925238527960498,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"Prisoneros","flowering","prevwinterR","max",2,0.941742948133153,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"Retin","flowering","prevwinterR","max",2,0.98657075484247,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"MonteraTorero","flowering","prevwinterR","max",2,0.987045226951147,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"SCarbDist","flowering","prevwinterR","max",2,0.96631300332769,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"Bujeo","non_repro_survival","dens","max",2,0.819468767307968,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Prisoneros","non_repro_survival","dens","max",2,0.591178015976016,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Retin","non_repro_survival","dens","max",2,0.830573982895009,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"MonteraTorero","non_repro_survival","dens","max",2,0.959528907954374,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SCarbDist","non_repro_survival","dens","max",2,1.01238694640522,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","non_repro_survival","dens","max",2,0.836641021967744,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SierraRetinY5","non_repro_survival","dens","max",2,0.884368646626349,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Vertedero","non_repro_survival","dens","max",2,0.844485400359629,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Bujeo","repro_survival","dens","max",2,0.78838824658841,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Prisoneros","repro_survival","dens","max",2,0.615600059229665,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Retin","repro_survival","dens","max",2,1.02734850491841,"Reproductive
survival","Aboveground density of
large individuals","Density"
"MonteraTorero","repro_survival","dens","max",2,0.949437609336626,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SCarbDist","repro_survival","dens","max",2,0.930400105605389,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","repro_survival","dens","max",2,0.834257102514871,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SierraRetinY5","repro_survival","dens","max",2,0.923913522480603,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Vertedero","repro_survival","dens","max",2,0.802476592738063,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Bujeo","flowering","dens","max",2,0.928704582403777,"Reproduction","Aboveground density of
large individuals","Density"
"Prisoneros","flowering","dens","max",2,0.64260828937266,"Reproduction","Aboveground density of
large individuals","Density"
"Retin","flowering","dens","max",2,1.06179159885843,"Reproduction","Aboveground density of
large individuals","Density"
"MonteraTorero","flowering","dens","max",2,0.956186022468956,"Reproduction","Aboveground density of
large individuals","Density"
"SCarbDist","flowering","dens","max",2,0.950507570395215,"Reproduction","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","flowering","dens","max",2,0.8247791258647,"Reproduction","Aboveground density of
large individuals","Density"
"SierraRetinY5","flowering","dens","max",2,0.865245840743665,"Reproduction","Aboveground density of
large individuals","Density"
"Vertedero","flowering","dens","max",2,0.959912750723198,"Reproduction","Aboveground density of
large individuals","Density"
"Bujeo","non_repro_survival","summerT","min",3,0.894596058342277,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Prisoneros","non_repro_survival","summerT","min",3,1.03463568596248,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Retin","non_repro_survival","summerT","min",3,0.795567179877453,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"MonteraTorero","non_repro_survival","summerT","min",3,0.946007345200348,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SCarbDist","non_repro_survival","summerT","min",3,0.936769725615464,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraCarboneraY5","non_repro_survival","summerT","min",3,0.904272272087515,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraRetinY5","non_repro_survival","summerT","min",3,0.881456010928568,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Vertedero","non_repro_survival","summerT","min",3,0.873983115695411,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Bujeo","repro_survival","summerT","min",3,1.00380173436718,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Prisoneros","repro_survival","summerT","min",3,0.928313743871557,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Retin","repro_survival","summerT","min",3,1.31034153435455,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"MonteraTorero","repro_survival","summerT","min",3,0.949870139959662,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SCarbDist","repro_survival","summerT","min",3,0.960826801120293,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraCarboneraY5","repro_survival","summerT","min",3,0.901801941534448,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraRetinY5","repro_survival","summerT","min",3,0.866797206609337,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Vertedero","repro_survival","summerT","min",3,0.825008718733685,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraCarboneraY5","flowering","prevwinterT","min",3,0.918036087909795,"Reproduction","Previous winter mean max.
daily temperature","Temperature"
"SierraRetinY5","flowering","prevwinterT","min",3,0.856727862496295,"Reproduction","Previous winter mean max.
daily temperature","Temperature"
"Vertedero","flowering","prevwinterT","min",3,0.849522056557431,"Reproduction","Previous winter mean max.
daily temperature","Temperature"
"Bujeo","non_repro_survival","fallR","min",3,0.905704283763728,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Prisoneros","non_repro_survival","fallR","min",3,0.944593627066826,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Retin","non_repro_survival","fallR","min",3,1.01006269888067,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"MonteraTorero","non_repro_survival","fallR","min",3,0.986086421196755,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SCarbDist","non_repro_survival","fallR","min",3,0.857545612067197,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraCarboneraY5","non_repro_survival","fallR","min",3,0.853984081773581,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraRetinY5","non_repro_survival","fallR","min",3,0.8798239077052,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Vertedero","non_repro_survival","fallR","min",3,0.815016447850128,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Bujeo","repro_survival","fallR","min",3,0.605671082307554,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Prisoneros","repro_survival","fallR","min",3,0.966620164320885,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Retin","repro_survival","fallR","min",3,1.09584921308846,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"MonteraTorero","repro_survival","fallR","min",3,0.948557870449371,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SCarbDist","repro_survival","fallR","min",3,0.922060093397905,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraCarboneraY5","repro_survival","fallR","min",3,0.830850944533066,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraRetinY5","repro_survival","fallR","min",3,0.927084862392775,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Vertedero","repro_survival","fallR","min",3,0.792898903543343,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraCarboneraY5","flowering","prevfallR","min",3,0.922574958809674,"Reproduction","Previous fall cumulative
rainfall","Rainfall"
"SierraRetinY5","flowering","prevfallR","min",3,0.885920539359366,"Reproduction","Previous fall cumulative
rainfall","Rainfall"
"Vertedero","flowering","prevfallR","min",3,0.845832731570249,"Reproduction","Previous fall cumulative
rainfall","Rainfall"
"Bujeo","flowering","prevwinterR","min",3,0.759375190407006,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"Prisoneros","flowering","prevwinterR","min",3,0.988352178660827,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"Retin","flowering","prevwinterR","min",3,1.28261143276231,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"MonteraTorero","flowering","prevwinterR","min",3,0.980494119249679,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"SCarbDist","flowering","prevwinterR","min",3,0.942464167677372,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"Bujeo","non_repro_survival","dens","min",3,0.743069899949608,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Prisoneros","non_repro_survival","dens","min",3,0.52871015603098,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Retin","non_repro_survival","dens","min",3,0.848319582722932,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"MonteraTorero","non_repro_survival","dens","min",3,0.961817574133497,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SCarbDist","non_repro_survival","dens","min",3,0.95543395228448,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","non_repro_survival","dens","min",3,0.859321130708542,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SierraRetinY5","non_repro_survival","dens","min",3,0.886785015249446,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Vertedero","non_repro_survival","dens","min",3,0.891647759226393,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Bujeo","repro_survival","dens","min",3,1.91842823722956,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Prisoneros","repro_survival","dens","min",3,0.606586124757053,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Retin","repro_survival","dens","min",3,1.00631590157034,"Reproductive
survival","Aboveground density of
large individuals","Density"
"MonteraTorero","repro_survival","dens","min",3,0.944356654742723,"Reproductive
survival","Aboveground density of
large individuals","Density"
