Plot,TagID,Transplant,Year_t,Height_t,Width_t,Perp_t,Goodbuds_t,Year_t1,Recruit,Newplant,Survival_t1,Height_t1,Width_t1,Perp_t1,Goodbuds_t1,comments,
T1,AD10,0,2004,89,72,72,1,2005,0,0,1,102,63,36,3,,
T1,AD11,0,2004,78,42,42,1,2005,0,0,1,93,34,29,3,,
T1,AD14,0,2004,99,126,126,9,2005,0,0,1,100,117,45,12,,
T1,AD15,0,2004,127,54,54,9,2005,0,0,1,105,49,27,2,,
T1,AD16,0,2004,93,115,115,10,2005,0,0,1,68,115,38,4,,
T1,AD17,0,2004,79,69,69,7,2005,0,0,1,95,62,49,18,,
T1,AD18,0,2004,111,61,61,6,2005,0,0,1,107,53,43,11,,
T1,AD19,0,2004,94,67,67,19,2005,0,0,1,98,61,42,11,,
T1,AD20,0,2004,120,60,60,26,2005,0,0,1,125,81,34,2,,
T1,AD21,0,2004,110,100,100,3,2005,0,0,1,117,119,56,6,,
T1,AD22,0,2004,73,35,35,3,2005,0,0,1,84,45,34,6,,
T1,AD23,0,2004,85,82,82,14,2005,0,0,1,107,93,72,31,,
T1,AD27,0,2004,120,44,44,3,2005,0,0,1,132,63,52,23,,
T1,AD28,0,2004,90,62,62,1,2005,0,0,1,96,70,43,5,,
T1,AD29,0,2004,150,130,130,22,2005,0,0,1,54,141,61,26,,
T1,AD3,0,2004,90,74,74,7,2005,0,0,1,95,59,50,9,,
T1,AD4,0,2004,99,94,94,17,2005,0,0,1,103,98,29,17,,
T1,AD6,0,2004,92,58,58,8,2005,0,0,1,78,84,54,1,,
T1,AD8,0,2004,172,124,124,20,2005,0,0,1,174,82,79,21,,
T1,AD9,0,2004,84,88,88,12,2005,0,0,1,87,63,31,6,,
T1,LJ11,0,2004,56,25,25,0,2005,0,0,1,58,39,28,0,,
T1,LJ12,0,2004,73,66,66,0,2005,0,0,1,76,72,31,0,,
T1,LJ13,0,2004,64,28,28,0,2005,0,0,1,73,37,22,0,,
T1,LJ14,0,2004,63,62,62,0,2005,0,0,1,66,40,29,1,,
T1,LJ15,0,2004,43,20,20,0,2005,0,0,1,46,19,21,0,,
T1,LJ16,0,2004,57,67,67,0,2005,0,0,1,70,69,52,0,,
T1,LJ17,0,2004,47,29,29,0,2005,0,0,1,49,34,28,0,,
T1,LJ3,0,2004,52,35,35,0,2005,0,0,1,49,34,24,0,,
T1,LJ8,0,2004,45,29,29,0,2005,0,0,1,48,45,21,0,,
T1,LJ9,0,2004,63,48,48,0,2005,0,0,1,77,45,39,0,,
T1,SJ11,0,2004,32,15,15,0,2005,0,0,1,34,26,23,0,,
T1,SJ13,0,2004,22,18,18,0,2005,0,0,1,33,12,12,0,,
T1,SJ17,0,2004,20,13,13,0,2005,0,0,1,26,11,10,0,,
T1,SJ2,0,2004,48,32,32,0,2005,0,0,1,51,22,14,0,,
T1,SJ20,0,2004,25,22,22,0,2005,0,0,1,21,19,14,0,,
T1,SJ3,0,2004,38,30,30,0,2005,0,0,1,34,35,27,0,,
T1,SJ4,0,2004,46,42,42,0,2005,0,0,1,61,33,24,0,,
T1,SJ5,0,2004,23,10,10,0,2005,0,0,1,30,14,9,0,,
T1,SJ7,0,2004,30,23,23,0,2005,0,0,1,33,24,22,0,,
T1,SJ9,0,2004,12,7,7,0,2005,0,0,1,9,5,4,0,,
T2,AD1,0,2004,110,90,90,25,2005,0,0,1,124,88,73,20,,
T2,AD11,0,2004,76,50,50,1,2005,0,0,1,80,57,41,1,,
T2,AD12,0,2004,146,123,123,18,2005,0,0,1,151,119,69,15,,
T2,AD14,0,2004,97,118,118,11,2005,0,0,1,100,105,53,11,,
T2,AD15,0,2004,120,87,87,16,2005,0,0,1,137,81,78,9,,
T2,AD16,0,2004,80,72,72,12,2005,0,0,1,84,77,40,2,,
T2,AD17,0,2004,92,67,67,13,2005,0,0,1,94,64,32,0,,
T2,AD18,0,2004,124,61,61,19,2005,0,0,1,128,95,70,22,,
T2,AD19,0,2004,122,48,48,22,2005,0,0,1,126,47,36,5,,
T2,AD22,0,2004,82,80,80,10,2005,0,0,1,82,72,65,4,,
T2,AD23,0,2004,170,122,122,28,2005,0,0,1,145,137,98,9,,
T2,AD24,0,2004,140,79,79,10,2005,0,0,1,153,93,54,7,,
T2,AD28,0,2004,90,57,57,1,2005,0,0,1,117,60,53,15,,
T2,AD29,0,2004,99,77,77,11,2005,0,0,1,95,90,47,3,,
T2,AD3,0,2004,113,55,55,12,2005,0,0,1,116,49,42,1,,
T2,AD30,0,2004,114,70,70,10,2005,0,0,1,124,72,42,12,,
T2,AD4,0,2004,717,112,112,8,2005,0,0,1,171,99,69,16,,
T2,AD6,0,2004,66,93,93,13,2005,0,0,1,78,58,54,4,,
T2,AD7,0,2004,170,85,85,10,2005,0,0,1,173,93,55,8,,
T2,AD9,0,2004,85,64,64,13,2005,0,0,1,86,73,36,4,,
T2,LJ10,0,2004,67,49,49,0,2005,0,0,1,72,36,21,0,,
T2,LJ11,0,2004,57,19,19,0,2005,0,0,1,70,32,18,0,,
T2,LJ12,0,2004,57,63,63,0,2005,0,0,1,68,48,28,0,,
T2,LJ14,0,2004,62,48,48,0,2005,0,0,1,57,59,33,0,,
T2,LJ17,0,2004,57,56,56,0,2005,0,0,1,74,60,45,0,,
T2,LJ2,0,2004,52,43,43,0,2005,0,0,1,60,44,33,0,,
T2,LJ5,0,2004,60,65,65,0,2005,0,0,1,75,62,50,0,,
T2,LJ6,0,2004,58,64,64,0,2005,0,0,1,68,70,56,7,,
T2,LJ7,0,2004,124,104,104,0,2005,0,0,1,140,87,74,7,,
T2,LJ9,0,2004,54,53,53,0,2005,0,0,1,56,41,22,0,,
T2,SJ1,0,2004,38,24,24,0,2005,0,0,1,30,26,12,0,,
T2,SJ10,0,2004,15,12,12,0,2005,0,0,1,20,14,7,0,,
T2,SJ12,0,2004,17,14,14,0,2005,0,0,1,35,17,11,0,,
T2,SJ13,0,2004,23,22,22,0,2005,0,0,1,24,20,15,0,,
T2,SJ14,0,2004,20,10,10,0,2005,0,0,1,29,13,4,0,,
T2,SJ16,0,2004,27,13,13,0,2005,0,0,1,30,18,15,0,,
T2,SJ17,0,2004,22,13,13,0,2005,0,0,1,21,15,14,0,,
T2,SJ2,0,2004,22,19,19,0,2005,0,0,1,25,18,9,0,,
T2,SJ3,0,2004,13,3,3,0,2005,0,0,1,16,2,2,0,,
T2,SJ9,0,2004,26,17,17,0,2005,0,0,1,32,21,13,0,,
T3,AD1,0,2004,102,63,63,7,2005,0,0,1,114,66,29,22,,
T3,AD10,0,2004,94,79,79,19,2005,0,0,1,97,89,52,4,,
T3,AD12,0,2004,82,124,124,6,2005,0,0,1,90,69,54,16,,
T3,AD13,0,2004,87,92,92,17,2005,0,0,1,88,85,49,8,,
T3,AD15,0,2004,82,62,62,2,2005,0,0,1,79,69,48,0,,
T3,AD17,0,2004,83,100,100,30,2005,0,0,1,98,98,45,1,,
T3,AD18,0,2004,148,88,88,9,2005,0,0,1,132,83,47,8,,
T3,AD19,0,2004,85,68,68,27,2005,0,0,1,89,54,30,7,,
T3,AD20,0,2004,67,63,63,7,2005,0,0,1,92,51,40,16,,
T3,AD21,0,2004,102,86,86,14,2005,0,0,1,97,72,58,6,,
T3,AD22,0,2004,89,37,37,9,2005,0,0,1,95,41,36,4,,
T3,AD24,0,2004,100,85,85,13,2005,0,0,1,112,81,55,12,,
T3,AD25,0,2004,93,60,60,7,2005,0,0,1,84,64,45,0,,
T3,AD28,0,2004,95,53,53,19,2005,0,0,1,87,55,46,3,,
T3,AD3,0,2004,90,78,78,31,2005,0,0,1,97,96,87,20,,
T3,AD30,0,2004,76,63,63,3,2005,0,0,1,88,42,39,3,,
T3,AD5,0,2004,86,98,98,5,2005,0,0,1,89,83,69,7,,
T3,AD6,0,2004,100,61,61,25,2005,0,0,1,105,58,50,10,,
T3,AD7,0,2004,130,80,80,25,2005,0,0,1,138,87,51,33,,
T3,AD8,0,2004,115,74,74,13,2005,0,0,1,118,74,65,12,,
T3,LJ13,0,2004,41,23,23,0,2005,0,0,1,50,24,22,0,,
T3,LJ14,0,2004,57,54,54,0,2005,0,0,1,70,54,30,2,,
T3,LJ17,0,2004,55,43,43,0,2005,0,0,1,67,52,31,0,,
T3,LJ18,0,2004,73,56,56,0,2005,0,0,1,90,60,31,0,,
T3,LJ19,0,2004,71,42,42,0,2005,0,0,1,72,44,35,0,,
T3,LJ2,0,2004,61,56,56,0,2005,0,0,1,67,59,56,0,,
T3,LJ20,0,2004,49,37,37,0,2005,0,0,1,52,32,25,0,,
T3,LJ4,0,2004,71,63,63,0,2005,0,0,1,76,67,52,8,,
T3,LJ6,0,2004,56,36,36,0,2005,0,0,1,62,38,35,0,,
T3,LJ8,0,2004,38,24,24,0,2005,0,0,1,47,32,29,0,,
T3,SJ10,0,2004,19,9,9,0,2005,0,0,1,29,12,8,0,,
T3,SJ11,0,2004,17,23,23,0,2005,0,0,1,17,23,7,0,,
T3,SJ12,0,2004,28,20,20,0,2005,0,0,1,35,25,17,0,,
T3,SJ13,0,2004,25,10,10,0,2005,0,0,1,24,15,8,0,,
T3,SJ14,0,2004,25,31,31,0,2005,0,0,1,29,32,18,0,,
T3,SJ15,0,2004,27,23,23,0,2005,0,0,1,32,29,23,0,,
T3,SJ19,0,2004,21,13,13,0,2005,0,0,1,21,12,7,0,,
T3,SJ3,0,2004,12,7,7,0,2005,0,0,1,8,2,2,0,,
T3,SJ5,0,2004,27,20,20,0,2005,0,0,1,28,19,15,0,,
T3,SJ9,0,2004,27,16,16,0,2005,0,0,1,30,20,9,0,,
HT1B1,HT1B1,0,2005,1.5,0.3,0.3,,2006,1,0,1,,,,,,
HT2B3,HT2B3,0,2005,1.3,0.2,0.2,,2006,1,0,0,,,,,,
HT2B3,HT2B3,0,2005,1.6,0.3,0.3,,2006,1,0,0,,,,,,
HT2B3,HT2B3,0,2005,2.5,0.4,0.4,,2006,1,0,0,,,,,,
HT2B3,HT2B3,0,2005,2.4,0.3,0.3,,2006,1,0,0,,,,,,
HT3B1,HT3B1,0,2005,1.4,0.3,0.3,,2006,1,0,0,,,,,,
HT3B1,HT3B1,0,2005,1.5,0.3,0.3,,2006,1,0,0,,,,,,
HT3B2,HT3B2,0,2005,2.4,0.4,0.4,,2006,1,0,1,,,,,,
HT3B2,HT3B2,0,2005,1.396,0.308,0.308,,2006,1,0,1,,,,,,
HT3B2,HT3B2,0,2005,1.9,0.3,0.3,,2006,1,0,0,,,,,,
HT3B2,HT3B2,0,2005,1.396,0.308,0.308,,2006,1,0,0,,,,,,
HT3B3,HT3B3,0,2005,2.1,0.4,0.4,,2006,1,0,0,,,,,,
HT4B1,HT4B1,0,2005,0.8,0.2,0.2,,2006,1,0,0,,,,,,
HT4B2,HT4B2,0,2005,1.4,0.3,0.3,,2006,1,0,0,,,,,,
T1,AD10,0,2005,102,63,36,3,2006,0,0,1,100,73,52,0,,
T1,AD11,0,2005,93,34,29,3,2006,0,0,1,94,40,29,0,,
T1,AD14,0,2005,100,117,45,12,2006,0,0,1,102,114,149,3,,
T1,AD15,0,2005,105,49,27,2,2006,0,0,1,118,44,34,0,,
T1,AD16,0,2005,68,115,38,4,2006,0,0,1,64,94,38,6,,
T1,AD17,0,2005,95,62,49,18,2006,0,0,1,98,62,49,11,,
T1,AD18,0,2005,107,53,43,11,2006,0,0,1,97,52,40,1,,
T1,AD19,0,2005,98,61,42,11,2006,0,0,1,93,65,38,0,,
T1,AD20,0,2005,125,81,34,2,2006,0,0,1,125,54,26,19,,
T1,AD21,0,2005,117,119,56,6,2006,0,0,1,92,122,78,3,,
T1,AD22,0,2005,84,45,34,6,2006,0,0,1,84,40,28,1,,
T1,AD23,0,2005,107,93,72,31,2006,0,0,1,88,105,90,5,,
T1,AD27,0,2005,132,63,52,23,2006,0,0,1,114,49,45,5,,
T1,AD28,0,2005,96,70,43,5,2006,0,0,1,99,64,42,0,,
T1,AD29,0,2005,54,141,61,26,2006,0,0,1,149,139,64,9,,
T1,AD3,0,2005,95,59,50,9,2006,0,0,1,97,58,54,1,,
T1,AD4,0,2005,103,98,29,17,2006,0,0,1,113,107,34,3,,
T1,AD6,0,2005,78,84,54,1,2006,0,0,1,85,93,63,0,,
T1,AD8,0,2005,174,82,79,21,2006,0,0,1,171,86,73,16,,
T1,AD9,0,2005,87,63,31,6,2006,0,0,1,89,78,35,0,,
T1,LJ11,0,2005,58,39,28,0,2006,0,0,1,5,40,28,0,,
T1,LJ12,0,2005,76,72,31,0,2006,0,0,1,80,68,24,0,,
T1,LJ13,0,2005,73,37,22,0,2006,0,0,1,67,30,29,0,,
T1,LJ14,0,2005,66,40,29,1,2006,0,0,1,62,33,28,0,,
T1,LJ15,0,2005,46,19,21,0,2006,0,0,1,21,8,2,0,,
T1,LJ16,0,2005,70,69,52,0,2006,0,0,1,75,74,53,0,,
T1,LJ17,0,2005,49,34,28,0,2006,0,0,1,46,35,35,0,,
T1,LJ3,0,2005,49,34,24,0,2006,0,0,1,49,36,29,0,,
T1,LJ8,0,2005,48,45,21,0,2006,0,0,1,48,32,23,0,,
T1,LJ9,0,2005,77,45,39,0,2006,0,0,1,82,52,35,0,,
T1,SJ11,0,2005,34,26,23,0,2006,0,0,1,37,24,20,0,,
T1,SJ13,0,2005,33,12,12,0,2006,0,0,1,31,18,9,0,,
T1,SJ17,0,2005,26,11,10,0,2006,0,0,1,20,12,4,0,,
T1,SJ2,0,2005,51,22,14,0,2006,0,0,1,52,22,11,0,,
T1,SJ20,0,2005,21,19,14,0,2006,0,0,1,18,14,8,0,,
T1,SJ3,0,2005,34,35,27,0,2006,0,0,1,34,35,18,0,,
T1,SJ4,0,2005,61,33,24,0,2006,0,0,1,55,35,34,0,,
T1,SJ5,0,2005,30,14,9,0,2006,0,0,1,30,15,6,0,,
T1,SJ7,0,2005,33,24,22,0,2006,0,0,1,38,25,19,0,,
T1,SJ9,0,2005,9,5,4,0,2006,0,0,1,10,6,2,0,,
T2,AD1,0,2005,124,88,73,20,2006,0,0,1,111,76,74,17,,
T2,AD11,0,2005,80,57,41,1,2006,0,0,1,81,64,40,4,,
T2,AD12,0,2005,151,119,69,15,2006,0,0,1,153,109,71,3,,
T2,AD14,0,2005,100,105,53,11,2006,0,0,1,108,114,52,0,,
T2,AD15,0,2005,137,81,78,9,2006,0,0,1,126,76,69,3,,
T2,AD16,0,2005,84,77,40,2,2006,0,0,1,65,74,71,1,,
T2,AD17,0,2005,94,64,32,0,2006,0,0,1,86,65,33,3,,
T2,AD18,0,2005,128,95,70,22,2006,0,0,1,129,95,75,10,,
T2,AD19,0,2005,126,47,36,5,2006,0,0,1,140,48,33,0,,
T2,AD22,0,2005,82,72,65,4,2006,0,0,1,81,61,52,3,,
T2,AD23,0,2005,145,137,98,9,2006,0,0,1,141,139,64,8,,
T2,AD24,0,2005,153,93,54,7,2006,0,0,1,152,101,48,0,,
T2,AD28,0,2005,117,60,53,15,2006,0,0,1,97,62,53,1,,
T2,AD29,0,2005,95,90,47,3,2006,0,0,1,102,89,39,0,,
T2,AD3,0,2005,116,49,42,1,2006,0,0,1,108,42,37,0,,
T2,AD30,0,2005,124,72,42,12,2006,0,0,1,113,74,41,2,,
T2,AD4,0,2005,171,99,69,16,2006,0,0,1,185,100,68,15,,
T2,AD6,0,2005,78,58,54,4,2006,0,0,1,83,52,58,3,,
T2,AD7,0,2005,173,93,55,8,2006,0,0,1,173,87,59,1,,
T2,AD9,0,2005,86,73,36,4,2006,0,0,1,73,71,48,6,,
T2,LJ10,0,2005,72,36,21,0,2006,0,0,1,66,33,18,0,,
T2,LJ11,0,2005,70,32,18,0,2006,0,0,1,74,24,17,0,,
T2,LJ12,0,2005,68,48,28,0,2006,0,0,1,62,50,29,0,,
T2,LJ14,0,2005,57,59,33,0,2006,0,0,1,50,45,44,0,,
T2,LJ17,0,2005,74,60,45,0,2006,0,0,1,72,62,40,0,,
T2,LJ2,0,2005,60,44,33,0,2006,0,0,1,46,55,36,0,,
T2,LJ5,0,2005,75,62,50,0,2006,0,0,1,72,46,36,16,,
T2,LJ6,0,2005,68,70,56,7,2006,0,0,1,73,59,52,0,,
T2,LJ7,0,2005,140,87,74,7,2006,0,0,1,131,77,68,2,,
T2,LJ9,0,2005,56,41,22,0,2006,0,0,1,61,48,28,1,,
T2,SJ1,0,2005,30,26,12,0,2006,0,0,1,15,20,5,0,,
T2,SJ10,0,2005,20,14,7,0,2006,0,0,1,18,8,6,0,,
T2,SJ12,0,2005,35,17,11,0,2006,0,0,1,33,16,15,0,,
T2,SJ13,0,2005,24,20,15,0,2006,0,0,1,24,19,15,0,,
T2,SJ14,0,2005,29,13,4,0,2006,0,0,1,29,16,5,0,,
T2,SJ16,0,2005,30,18,15,0,2006,0,0,1,33,24,23,0,,
T2,SJ17,0,2005,21,15,14,0,2006,0,0,1,20,13,8,0,,
T2,SJ2,0,2005,25,18,9,0,2006,0,0,1,26,13,6,0,,
T2,SJ3,0,2005,16,2,2,0,2006,0,0,0,,,,,,
T2,SJ9,0,2005,32,21,13,0,2006,0,0,1,31,24,14,0,,
T3,AD1,0,2005,114,66,29,22,2006,0,0,1,104,69,34,2,,
T3,AD10,0,2005,97,89,52,4,2006,0,0,1,108,99,84,15,,
T3,AD12,0,2005,90,69,54,16,2006,0,0,1,100,95,64,6,,
T3,AD13,0,2005,88,85,49,8,2006,0,0,1,88,69,52,5,,
T3,AD15,0,2005,79,69,48,0,2006,0,0,1,85,64,51,0,,
T3,AD17,0,2005,98,98,45,1,2006,0,0,1,102,96,52,16,,
T3,AD18,0,2005,132,83,47,8,2006,0,0,1,144,85,66,5,,
T3,AD19,0,2005,89,54,30,7,2006,0,0,1,91,60,43,6,,
T3,AD20,0,2005,92,51,40,16,2006,0,0,1,100,49,43,5,,
T3,AD21,0,2005,97,72,58,6,2006,0,0,1,78,63,60,0,,
T3,AD22,0,2005,95,41,36,4,2006,0,0,1,98,36,30,1,,
T3,AD24,0,2005,112,81,55,12,2006,0,0,1,116,100,61,17,,
T3,AD25,0,2005,84,64,45,0,2006,0,0,1,79,63,47,2,,
T3,AD28,0,2005,87,55,46,3,2006,0,0,1,100,57,46,2,,
T3,AD3,0,2005,97,96,87,20,2006,0,0,1,105,98,91,60,,
T3,AD30,0,2005,88,42,39,3,2006,0,0,1,93,49,37,1,,
T3,AD5,0,2005,89,83,69,7,2006,0,0,1,88,105,95,6,,
T3,AD6,0,2005,105,58,50,10,2006,0,0,1,99,65,38,13,,
T3,AD7,0,2005,138,87,51,33,2006,0,0,1,135,82,63,7,,
T3,AD8,0,2005,118,74,65,12,2006,0,0,1,121,76,64,12,,
T3,LJ13,0,2005,50,24,22,0,2006,0,0,1,52,26,21,0,,
T3,LJ14,0,2005,70,54,30,2,2006,0,0,1,69,51,37,0,,
T3,LJ17,0,2005,67,52,31,0,2006,0,0,1,71,51,29,0,,
T3,LJ18,0,2005,90,60,31,0,2006,0,0,1,93,67,32,0,,
T3,LJ19,0,2005,72,44,35,0,2006,0,0,1,73,49,28,0,,
T3,LJ2,0,2005,67,59,56,0,2006,0,0,1,67,62,51,0,,
T3,LJ20,0,2005,52,32,25,0,2006,0,0,1,49,35,19,0,,
T3,LJ4,0,2005,76,67,52,8,2006,0,0,1,90,68,65,3,,
T3,LJ6,0,2005,62,38,35,0,2006,0,0,1,65,39,30,0,,
T3,LJ8,0,2005,47,32,29,0,2006,0,0,1,48,29,28,0,,
T3,SJ10,0,2005,29,12,8,0,2006,0,0,1,31,19,9,0,,
T3,SJ11,0,2005,17,23,7,0,2006,0,0,1,20,21,8,0,,
T3,SJ12,0,2005,35,25,17,0,2006,0,0,1,39,24,12,0,,
T3,SJ13,0,2005,24,15,8,0,2006,0,0,1,26,16,9,0,,
T3,SJ14,0,2005,29,32,18,0,2006,0,0,1,22,31,11,0,,
T3,SJ15,0,2005,32,29,23,0,2006,0,0,1,33,23,22,0,,
T3,SJ19,0,2005,21,12,7,0,2006,0,0,1,25,11,5,0,,
T3,SJ3,0,2005,8,2,2,0,2006,0,0,0,,,,,,
T3,SJ5,0,2005,28,19,15,0,2006,0,0,1,29,21,17,0,,
T3,SJ9,0,2005,30,20,9,0,2006,0,0,1,33,23,9,0,,
T1,AD10,0,2006,100,73,52,0,2007,0,0,1,113,77,47,9,,
T1,AD11,0,2006,94,40,29,0,2007,0,0,1,94,49,40,3,,
T1,AD14,0,2006,102,114,149,3,2007,0,0,1,103,102,64,3,,
T1,AD15,0,2006,118,44,34,0,2007,0,0,1,111,52,30,5,,
T1,AD16,0,2006,64,94,38,6,2007,0,0,1,62,78,27,2,,
T1,AD17,0,2006,98,62,49,11,2007,0,0,1,98,65,42,29,,
T1,AD18,0,2006,97,52,40,1,2007,0,0,1,109,64,34,3,,
T1,AD19,0,2006,93,65,38,0,2007,0,0,1,112,69,46,8,,
T1,AD20,0,2006,125,54,26,19,2007,0,0,1,119,86,50,4,,
T1,AD21,0,2006,92,122,78,3,2007,0,0,1,89,127,56,9,,
T1,AD22,0,2006,84,40,28,1,2007,0,0,1,90,50,40,0,,
T1,AD23,0,2006,88,105,90,5,2007,0,0,1,89,105,82,15,,
T1,AD27,0,2006,114,49,45,5,2007,0,0,1,124,59,52,11,,
T1,AD28,0,2006,99,64,42,0,2007,0,0,1,107,77,46,8,,
T1,AD29,0,2006,149,139,64,9,2007,0,0,1,147,143,54,19,,
T1,AD3,0,2006,97,58,54,1,2007,0,0,1,98,65,56,13,,
T1,AD4,0,2006,113,107,34,3,2007,0,0,1,111,106,36,20,,
T1,AD6,0,2006,85,93,63,0,2007,0,0,1,68,117,75,5,,
T1,AD8,0,2006,171,86,73,16,2007,0,0,1,179,98,66,26,,
T1,AD9,0,2006,89,78,35,0,2007,0,0,1,94,63,51,9,,
T1,LJ11,0,2006,5,40,28,0,2007,0,0,1,61,40,32,0,,
T1,LJ12,0,2006,80,68,24,0,2007,0,0,1,83,65,29,0,,
T1,LJ13,0,2006,67,30,29,0,2007,0,0,1,73,43,30,0,,
T1,LJ14,0,2006,62,33,28,0,2007,0,0,1,63,34,30,0,,
T1,LJ15,0,2006,21,8,2,0,2007,0,0,0,,,,,,
T1,LJ16,0,2006,75,74,53,0,2007,0,0,1,86,76,59,3,,
T1,LJ17,0,2006,46,35,35,0,2007,0,0,1,49,37,24,0,,
T1,LJ3,0,2006,49,36,29,0,2007,0,0,1,50,42,33,0,,
T1,LJ8,0,2006,48,32,23,0,2007,0,0,1,47,29,29,0,,
T1,LJ9,0,2006,82,52,35,0,2007,0,0,1,100,50,41,0,,
T1,SJ11,0,2006,37,24,20,0,2007,0,0,1,41,19,12,0,,
T1,SJ13,0,2006,31,18,9,0,2007,0,0,1,34,22,22,0,,
T1,SJ17,0,2006,20,12,4,0,2007,0,0,1,8,2,2,0,,
T1,SJ2,0,2006,52,22,11,0,2007,0,0,1,63,25,16,0,,
T1,SJ20,0,2006,18,14,8,0,2007,0,0,1,22,4,2,0,,
T1,SJ3,0,2006,34,35,18,0,2007,0,0,1,40,42,23,0,,
T1,SJ4,0,2006,55,35,34,0,2007,0,0,1,58,42,40,0,,
T1,SJ5,0,2006,30,15,6,0,2007,0,0,1,36,20,16,0,,
T1,SJ7,0,2006,38,25,19,0,2007,0,0,1,50,32,27,0,,
T1,SJ9,0,2006,10,6,2,0,2007,0,0,1,15,10,5,0,,
T2,AD1,0,2006,111,76,74,17,2007,0,0,1,135,88,58,54,,
T2,AD11,0,2006,81,64,40,4,2007,0,0,1,73,65,40,1,,
T2,AD12,0,2006,153,109,71,3,2007,0,0,1,151,129,62,14,,
T2,AD14,0,2006,108,114,52,0,2007,0,0,1,100,106,52,31,,
T2,AD15,0,2006,126,76,69,3,2007,0,0,1,122,83,53,5,,
T2,AD16,0,2006,65,74,71,1,2007,0,0,1,77,75,53,5,,
T2,AD17,0,2006,86,65,33,3,2007,0,0,1,86,54,48,6,,
T2,AD18,0,2006,129,95,75,10,2007,0,0,1,131,86,81,15,,
T2,AD19,0,2006,140,48,33,0,2007,0,0,1,140,52,46,23,,
T2,AD22,0,2006,81,61,52,3,2007,0,0,1,84,67,35,7,,
T2,AD23,0,2006,141,139,64,8,2007,0,0,1,132,142,62,9,,
T2,AD24,0,2006,152,101,48,0,2007,0,0,1,156,110,57,3,,
T2,AD28,0,2006,97,62,53,1,2007,0,0,1,108,61,55,6,,
T2,AD29,0,2006,102,89,39,0,2007,0,0,1,109,99,31,7,,
T2,AD3,0,2006,108,42,37,0,2007,0,0,1,112,48,38,0,,
T2,AD30,0,2006,113,74,41,2,2007,0,0,1,111,67,42,10,,
T2,AD4,0,2006,185,100,68,15,2007,0,0,1,187,122,70,30,,
T2,AD6,0,2006,83,52,58,3,2007,0,0,1,89,55,54,9,,
T2,AD7,0,2006,173,87,59,1,2007,0,0,1,165,100,59,23,,
T2,AD9,0,2006,73,71,48,6,2007,0,0,1,84,47,65,12,,
T2,LJ10,0,2006,66,33,18,0,2007,0,0,1,80,35,24,0,,
T2,LJ11,0,2006,74,24,17,0,2007,0,0,1,71,24,22,0,,
T2,LJ12,0,2006,62,50,29,0,2007,0,0,1,71,43,30,0,,
T2,LJ14,0,2006,50,45,44,0,2007,0,0,1,55,46,31,0,,
T2,LJ17,0,2006,72,62,40,0,2007,0,0,1,75,57,38,0,,
T2,LJ2,0,2006,46,55,36,0,2007,0,0,1,60,52,35,0,,
T2,LJ5,0,2006,72,46,36,16,2007,0,0,1,72,68,50,0,,
T2,LJ6,0,2006,73,59,52,0,2007,0,0,1,76,59,52,0,,
T2,LJ7,0,2006,131,77,68,2,2007,0,0,1,133,70,78,6,,
T2,LJ9,0,2006,61,48,28,1,2007,0,0,1,60,36,24,0,,
T2,SJ1,0,2006,15,20,5,0,2007,0,0,1,15,17,3,0,,
T2,SJ10,0,2006,18,8,6,0,2007,0,0,1,21,9,9,0,,
T2,SJ12,0,2006,33,16,15,0,2007,0,0,1,39,22,13,0,,
T2,SJ13,0,2006,24,19,15,0,2007,0,0,1,19,21,11,0,,
T2,SJ14,0,2006,29,16,5,0,2007,0,0,1,35,21,9,0,,
T2,SJ16,0,2006,33,24,23,0,2007,0,0,1,32,30,14,0,,
T2,SJ17,0,2006,20,13,8,0,2007,0,0,1,23,16,10,0,,
T2,SJ2,0,2006,26,13,6,0,2007,0,0,1,32,16,10,0,,
T2,SJ9,0,2006,31,24,14,0,2007,0,0,1,26,21,10,0,,
T3,AD1,0,2006,104,69,34,2,2007,0,0,1,104,70,25,2,,
T3,AD10,0,2006,108,99,84,15,2007,0,0,1,108,83,65,10,,
T3,AD12,0,2006,100,95,64,6,2007,0,0,1,98,107,77,1,,
T3,AD13,0,2006,88,69,52,5,2007,0,0,1,86,73,49,0,,
T3,AD15,0,2006,85,64,51,0,2007,0,0,1,77,79,53,3,,
T3,AD17,0,2006,102,96,52,16,2007,0,0,1,104,95,40,10,,
T3,AD18,0,2006,144,85,66,5,2007,0,0,1,137,107,51,4,,
T3,AD19,0,2006,91,60,43,6,2007,0,0,1,89,67,39,2,,
T3,AD20,0,2006,100,49,43,5,2007,0,0,1,103,55,40,7,,
T3,AD21,0,2006,78,63,60,0,2007,0,0,1,74,65,53,4,,
T3,AD22,0,2006,98,36,30,1,2007,0,0,1,94,41,31,8,,
T3,AD24,0,2006,116,100,61,17,2007,0,0,1,115,116,45,20,,
T3,AD25,0,2006,79,63,47,2,2007,0,0,1,85,72,58,0,,
T3,AD28,0,2006,100,57,46,2,2007,0,0,1,98,62,34,0,,
T3,AD3,0,2006,105,98,91,60,2007,0,0,1,103,91,80,15,,
T3,AD30,0,2006,93,49,37,1,2007,0,0,1,99,51,46,0,,
T3,AD5,0,2006,88,105,95,6,2007,0,0,1,94,96,71,2,,
