"site","transect","subQuadrat","ID","fireYear","size","sizeNext","fl","fs","fps","surv","sds","time","TSFcont","TSF","LS","stage","stageNext","abTot","abRepro","abLarge"
"SierraPlata",4,7,"SPY4.7.17",2009,3.25809653802148,3.98898404656427,0,NA,NA,"1",NA,2011,2,"two","HG","J","SR",24,2,12
"SierraPlata",4,7,"SPY4.7.18",2009,5.03695260241363,NA,1,1,0,"0",NA,2011,2,"two","HG","SR",NA,24,2,12
"SierraPlata",4,7,"SPY4.7.19",2009,4.02535169073515,NA,0,NA,NA,"0",NA,2011,2,"two","HG","J",NA,24,2,12
"SierraPlata",4,7,"SPY4.7.20",2009,5.01063529409626,5.33753807970132,0,NA,NA,"1",NA,2011,2,"two","HG","J","SR",24,2,12
"SierraPlata",4,7,"SPY4.7.21",2009,5.41164605185504,3.91202300542815,0,NA,NA,"1",NA,2011,2,"two","HG","J","SR",24,2,12
"SierraPlata",4,7,"SPY4.7.22",2009,4.38202663467388,NA,0,NA,NA,"0",NA,2011,2,"two","HG","J",NA,24,2,12
"SierraPlata",4,7,"SPY4.7.23",2009,4.59511985013459,NA,0,NA,NA,"0",NA,2011,2,"two","HG","J",NA,24,2,12
"SierraPlata",4,7,"SPY4.7.24",2009,5.34233425196481,3.17805383034795,0,NA,NA,"1",NA,2011,2,"two","HG","J","SR",24,2,12
"SierraPlata",4,8,"SPY4.8.1",2009,4.78749174278205,3.04452243772342,1,1,3,"1",NA,2011,2,"two","HG","SR","SR",7,4,7
"SierraPlata",4,8,"SPY4.8.2",2009,4.83628190695148,5.74300318780948,1,1,0,"1",NA,2011,2,"two","HG","SR","LR",7,4,7
"SierraPlata",4,8,"SPY4.8.3",2009,5.94017125272043,5.41610040220442,0,NA,NA,"1",NA,2011,2,"two","HG","J","SR",7,4,7
"SierraPlata",4,8,"SPY4.8.4",2009,4.85203026391962,5.19295685089021,1,1,2,"1",NA,2011,2,"two","HG","SR","SR",7,4,7
"SierraPlata",4,8,"SPY4.8.5",2009,5.63478960316925,6.03068526026126,1,1,9,"1",NA,2011,2,"two","HG","LR","LR",7,4,7
"SierraPlata",4,8,"SPY4.8.6",2009,5.03695260241363,5.86078622346587,0,NA,NA,"1",NA,2011,2,"two","HG","J","LR",7,4,7
"SierraPlata",4,8,"SPY4.8.7",2009,6.43615036836943,NA,0,NA,NA,"0",NA,2011,2,"two","HG","J",NA,7,4,7
"SierraPlata",4,9,"SPY4.9.1",2009,6.21460809842219,3.95124371858143,0,NA,NA,"1",NA,2011,2,"two","HG","J","SR",12,2,11
"SierraPlata",4,9,"SPY4.9.2",2009,4.34380542185368,4.83628190695148,0,NA,NA,"1",NA,2011,2,"two","HG","J","SR",12,2,11
"SierraPlata",4,9,"SPY4.9.3",2009,5.13579843705026,NA,1,1,4,"0",NA,2011,2,"two","HG","SR",NA,12,2,11
"SierraPlata",4,9,"SPY4.9.4",2009,5.87773578177964,4.70048036579242,0,NA,NA,"1",NA,2011,2,"two","HG","J","SR",12,2,11
"SierraPlata",4,9,"SPY4.9.5",2009,5.54517744447956,NA,0,NA,NA,"0",NA,2011,2,"two","HG","J",NA,12,2,11
"SierraPlata",4,9,"SPY4.9.6",2009,5.82894561761021,3.17805383034795,0,NA,NA,"1",NA,2011,2,"two","HG","J","SR",12,2,11
"SierraPlata",4,9,"SPY4.9.7",2009,5.88610403145016,4.64439089914137,0,NA,NA,"1",NA,2011,2,"two","HG","J","SR",12,2,11
"SierraPlata",4,9,"SPY4.9.8",2009,5.54517744447956,NA,0,NA,NA,"0",NA,2011,2,"two","HG","J",NA,12,2,11
"SierraPlata",4,9,"SPY4.9.9",2009,4.85203026391962,4.15888308335967,1,1,4,"1",NA,2011,2,"two","HG","SR","SR",12,2,11
"SierraPlata",4,9,"SPY4.9.10",2009,5.23110861685459,4.34380542185368,0,NA,NA,"1",NA,2011,2,"two","HG","J","SR",12,2,11
"SierraPlata",4,9,"SPY4.9.11",2009,5.42934562895444,5.78382518232974,0,NA,NA,"1",NA,2011,2,"two","HG","J","LR",12,2,11
"SierraPlata",4,9,"SPY4.9.12",2009,5.7037824746562,NA,0,NA,NA,"0",NA,2011,2,"two","HG","J",NA,12,2,11
"SierraPlata",4,10,"SPY4.10.1",2009,5.66642668811243,5.41610040220442,0,NA,NA,"1",NA,2011,2,"two","HG","J","SR",9,2,9
"SierraPlata",4,10,"SPY4.10.2",2009,4.88280192258637,5.2040066870768,0,NA,NA,"1",NA,2011,2,"two","HG","J","SR",9,2,9
"SierraPlata",4,10,"SPY4.10.3",2009,5.72358510195238,NA,1,1,6,"0",NA,2011,2,"two","HG","LR",NA,9,2,9
"SierraPlata",4,10,"SPY4.10.4",2009,4.88280192258637,NA,0,NA,NA,"0",NA,2011,2,"two","HG","J",NA,9,2,9
"SierraPlata",4,10,"SPY4.10.5",2009,5.47227067367148,0,0,NA,NA,"1",NA,2011,2,"two","HG","J","SR",9,2,9
"SierraPlata",4,10,"SPY4.10.6",2009,5.77765232322266,0,0,NA,NA,"1",NA,2011,2,"two","HG","J","SR",9,2,9
"SierraPlata",4,10,"SPY4.10.7",2009,5.63478960316925,1.09861228866811,1,1,0,"1",NA,2011,2,"two","HG","LR","SR",9,2,9
"SierraPlata",4,10,"SPY4.10.8",2009,4.78749174278205,NA,0,NA,NA,"0",NA,2011,2,"two","HG","J",NA,9,2,9
"SierraPlata",4,10,"SPY4.10.9",2009,5.29831736654804,4.02535169073515,0,NA,NA,"1",NA,2011,2,"two","HG","J","SR",9,2,9
"SierraRetinY4",1,1,"RY1.1.1",2010,4.68213122712422,5.8348107370626,0,NA,NA,"1",4.68213122712422,2011,1,"one","HG","J","LR",5,0,2
"SierraRetinY4",1,1,"RY1.1.2",2010,4.02535169073515,5.2040066870768,0,NA,NA,"1",4.02535169073515,2011,1,"one","HG","SD","J",5,0,2
"SierraRetinY4",1,1,"RY1.1.3",2010,4.27666611901606,5.27299955856375,0,NA,NA,"1",4.27666611901606,2011,1,"one","HG","SD","J",5,0,2
"SierraRetinY4",1,1,"RY1.1.4",2010,4.02535169073515,NA,0,NA,NA,"0",4.02535169073515,2011,1,"one","HG","SD",NA,5,0,2
"SierraRetinY4",1,1,"RY1.1.5",2010,4.76217393479776,5.28826703069454,0,NA,NA,"1",4.76217393479776,2011,1,"one","HG","J","SR",5,0,2
"SierraRetinY4",1,2,"RY1.2.1",2010,4.39444915467244,NA,0,NA,NA,"0",4.39444915467244,2011,1,"one","HG","SD",NA,8,0,0
"SierraRetinY4",1,2,"RY1.2.2",2010,4.27666611901606,4.96284463025991,0,NA,NA,"1",4.27666611901606,2011,1,"one","HG","SD","J",8,0,0
"SierraRetinY4",1,2,"RY1.2.3",2010,3.73766961828337,4.70048036579242,0,NA,NA,"1",3.73766961828337,2011,1,"one","HG","SD","J",8,0,0
"SierraRetinY4",1,2,"RY1.2.4",2010,4.02535169073515,4.96284463025991,0,NA,NA,"1",4.02535169073515,2011,1,"one","HG","SD","J",8,0,0
"SierraRetinY4",1,2,"RY1.2.5",2010,4.47733681447821,4.70048036579242,0,NA,NA,"1",4.47733681447821,2011,1,"one","HG","SD","J",8,0,0
"SierraRetinY4",1,2,"RY1.2.6",2010,4.27666611901606,4.96284463025991,0,NA,NA,"1",4.27666611901606,2011,1,"one","HG","SD","J",8,0,0
"SierraRetinY4",1,2,"RY1.2.7",2010,4.49980967033027,5.4553211153577,0,NA,NA,"1",4.49980967033027,2011,1,"one","HG","SD","J",8,0,0
"SierraRetinY4",1,2,"RY1.2.8",2010,4.39444915467244,5.50938833662798,0,NA,NA,"1",4.39444915467244,2011,1,"one","HG","SD","J",8,0,0
"SierraRetinY4",1,3,"RY1.3.1",2010,3.68887945411394,NA,0,NA,NA,"0",3.68887945411394,2011,1,"one","HG","SD",NA,3,0,1
"SierraRetinY4",1,3,"RY1.3.2",2010,4.14313472639153,NA,0,NA,NA,"0",4.14313472639153,2011,1,"one","HG","SD",NA,3,0,1
"SierraRetinY4",1,3,"RY1.3.3",2010,5.07517381523383,NA,0,NA,NA,"0",5.07517381523383,2011,1,"one","HG","J",NA,3,0,1
"SierraRetinY4",1,4,"RY1.4.1",2010,3.73766961828337,4.0943445622221,0,NA,NA,"1",3.73766961828337,2011,1,"one","HG","SD","J",4,0,3
"SierraRetinY4",1,4,"RY1.4.2",2010,5.34233425196481,4.90527477843843,0,NA,NA,"1",5.34233425196481,2011,1,"one","HG","J","SR",4,0,3
"SierraRetinY4",1,4,"RY1.4.3",2010,5.07517381523383,5.2040066870768,0,NA,NA,"1",5.07517381523383,2011,1,"one","HG","J","SR",4,0,3
"SierraRetinY4",1,4,"RY1.4.4",2010,5.28826703069454,4.90527477843843,0,NA,NA,"1",5.28826703069454,2011,1,"one","HG","J","SR",4,0,3
"SierraRetinY4",1,5,"RY1.5.1",2010,4.71849887129509,4.68213122712422,0,NA,NA,"1",4.71849887129509,2011,1,"one","HG","J","SR",2,0,2
"SierraRetinY4",1,5,"RY1.5.2",2010,4.64439089914137,5.10594547390058,0,NA,NA,"1",4.64439089914137,2011,1,"one","HG","J","SR",2,0,2
"SierraRetinY4",1,6,"RY1.6.1",2010,4.59511985013459,5.33753807970132,0,NA,NA,"1",4.59511985013459,2011,1,"one","HG","J","SR",5,0,4
"SierraRetinY4",1,6,"RY1.6.2",2010,4.68213122712422,NA,0,NA,NA,"0",4.68213122712422,2011,1,"one","HG","J",NA,5,0,4
"SierraRetinY4",1,6,"RY1.6.3",2010,4.18965474202643,4.9416424226093,0,NA,NA,"1",4.18965474202643,2011,1,"one","HG","SD","J",5,0,4
"SierraRetinY4",1,6,"RY1.6.4",2010,4.78749174278205,5.01063529409626,0,NA,NA,"1",4.78749174278205,2011,1,"one","HG","J","SR",5,0,4
"SierraRetinY4",1,6,"RY1.6.5",2010,4.68213122712422,5.25749537202778,0,NA,NA,"1",4.68213122712422,2011,1,"one","HG","J","SR",5,0,4
"SierraRetinY4",1,7,"RY1.7.1",2010,4.18965474202643,5.13579843705026,0,NA,NA,"1",4.18965474202643,2011,1,"one","HG","SD","J",7,0,3
"SierraRetinY4",1,7,"RY1.7.2",2010,4.02535169073515,5.27299955856375,0,NA,NA,"1",4.02535169073515,2011,1,"one","HG","SD","J",7,0,3
"SierraRetinY4",1,7,"RY1.7.3",2010,2.99573227355399,NA,0,NA,NA,"0",2.99573227355399,2011,1,"one","HG","SD",NA,7,0,3
"SierraRetinY4",1,7,"RY1.7.4",2010,4.78749174278205,NA,0,NA,NA,"0",4.78749174278205,2011,1,"one","HG","J",NA,7,0,3
"SierraRetinY4",1,7,"RY1.7.5",2010,5.03695260241363,NA,0,NA,NA,"0",5.03695260241363,2011,1,"one","HG","J",NA,7,0,3
"SierraRetinY4",1,7,"RY1.7.6",2010,4.78749174278205,5.12396397940326,0,NA,NA,"1",4.78749174278205,2011,1,"one","HG","J","SR",7,0,3
"SierraRetinY4",1,7,"RY1.7.7",2010,3.40119738166216,NA,0,NA,NA,"0",3.40119738166216,2011,1,"one","HG","SD",NA,7,0,3
"SierraRetinY4",1,8,"RY1.8.1",2010,4.38202663467388,5.19295685089021,0,NA,NA,"1",4.38202663467388,2011,1,"one","HG","SD","J",21,0,2
"SierraRetinY4",1,8,"RY1.8.2",2010,3.87120101090789,4.38202663467388,0,NA,NA,"1",3.87120101090789,2011,1,"one","HG","SD","J",21,0,2
"SierraRetinY4",1,8,"RY1.8.3",2010,3.98898404656427,4.27666611901606,0,NA,NA,"1",3.98898404656427,2011,1,"one","HG","SD","J",21,0,2
"SierraRetinY4",1,8,"RY1.8.4",2010,3.80666248977032,5.12396397940326,0,NA,NA,"1",3.80666248977032,2011,1,"one","HG","SD","J",21,0,2
"SierraRetinY4",1,8,"RY1.8.5",2010,3.55534806148941,4.02535169073515,0,NA,NA,"1",3.55534806148941,2011,1,"one","HG","SD","J",21,0,2
"SierraRetinY4",1,8,"RY1.8.6",2010,3.55534806148941,NA,0,NA,NA,"0",3.55534806148941,2011,1,"one","HG","SD",NA,21,0,2
"SierraRetinY4",1,8,"RY1.8.7",2010,3.98898404656427,4.27666611901606,0,NA,NA,"1",3.98898404656427,2011,1,"one","HG","SD","J",21,0,2
"SierraRetinY4",1,8,"RY1.8.8",2010,4.0943445622221,3.98898404656427,0,NA,NA,"1",4.0943445622221,2011,1,"one","HG","SD","J",21,0,2
"SierraRetinY4",1,8,"RY1.8.9",2010,2.484906649788,2.70805020110221,0,NA,NA,"1",2.484906649788,2011,1,"one","HG","SD","J",21,0,2
"SierraRetinY4",1,8,"RY1.8.10",2010,3.3322045101752,3.73766961828337,0,NA,NA,"1",3.3322045101752,2011,1,"one","HG","SD","J",21,0,2
"SierraRetinY4",1,8,"RY1.8.11",2010,4.14313472639153,3.89182029811063,0,NA,NA,"1",4.14313472639153,2011,1,"one","HG","SD","J",21,0,2
"SierraRetinY4",1,8,"RY1.8.12",2010,2.70805020110221,NA,0,NA,NA,"0",2.70805020110221,2011,1,"one","HG","SD",NA,21,0,2
"SierraRetinY4",1,8,"RY1.8.13",2010,4.24849524204936,3.17805383034795,0,NA,NA,"1",4.24849524204936,2011,1,"one","HG","SD","J",21,0,2
"SierraRetinY4",1,8,"RY1.8.14",2010,4.83628190695148,3.89182029811063,0,NA,NA,"1",4.83628190695148,2011,1,"one","HG","J","SR",21,0,2
"SierraRetinY4",1,8,"RY1.8.15",2010,4.02535169073515,5.04985600724954,0,NA,NA,"1",4.02535169073515,2011,1,"one","HG","SD","J",21,0,2
"SierraRetinY4",1,8,"RY1.8.16",2010,4.38202663467388,NA,0,NA,NA,"0",4.38202663467388,2011,1,"one","HG","SD",NA,21,0,2
"SierraRetinY4",1,8,"RY1.8.17",2010,4.14313472639153,5.33753807970132,0,NA,NA,"1",4.14313472639153,2011,1,"one","HG","SD","J",21,0,2
"SierraRetinY4",1,8,"RY1.8.18",2010,3.73766961828337,4.49980967033027,0,NA,NA,"1",3.73766961828337,2011,1,"one","HG","SD","J",21,0,2
"SierraRetinY4",1,8,"RY1.8.19",2010,4.76217393479776,5.63478960316925,0,NA,NA,"1",4.76217393479776,2011,1,"one","HG","J","LR",21,0,2
"SierraRetinY4",1,8,"RY1.8.20",2010,3.73766961828337,4.78749174278205,0,NA,NA,"1",3.73766961828337,2011,1,"one","HG","SD","J",21,0,2
"SierraRetinY4",1,8,"RY1.8.21",2010,4.24849524204936,5.03695260241363,0,NA,NA,"1",4.24849524204936,2011,1,"one","HG","SD","J",21,0,2
"SierraRetinY4",1,9,"RY1.9.1",2010,4.86753445045558,5.52942908751142,0,NA,NA,"1",4.86753445045558,2011,1,"one","HG","J","LR",1,0,1
"SierraRetinY4",2,2,"RY2.2.1",2010,4.02535169073515,NA,0,NA,NA,"0",4.02535169073515,2011,1,"one","HG","SD",NA,2,0,1
"SierraRetinY4",2,2,"RY2.2.2",2010,4.59511985013459,NA,0,NA,NA,"0",4.59511985013459,2011,1,"one","HG","J",NA,2,0,1
"SierraRetinY4",2,3,"RY2.3.1",2010,5.34233425196481,NA,0,NA,NA,"0",5.34233425196481,2011,1,"one","HG","J",NA,8,0,6
"SierraRetinY4",2,3,"RY2.3.2",2010,4.96284463025991,NA,0,NA,NA,"0",4.96284463025991,2011,1,"one","HG","J",NA,8,0,6
"SierraRetinY4",2,3,"RY2.3.3",2010,4.47733681447821,5.31811999384422,0,NA,NA,"1",4.47733681447821,2011,1,"one","HG","SD","J",8,0,6
"SierraRetinY4",2,3,"RY2.3.4",2010,5.39816270151775,5.65248918026865,0,NA,NA,"1",5.39816270151775,2011,1,"one","HG","J","LR",8,0,6
"SierraRetinY4",2,3,"RY2.3.5",2010,5.23110861685459,NA,0,NA,NA,"0",5.23110861685459,2011,1,"one","HG","J",NA,8,0,6
"SierraRetinY4",2,3,"RY2.3.6",2010,5.25749537202778,5.66296048013595,0,NA,NA,"1",5.25749537202778,2011,1,"one","HG","J","LR",8,0,6
"SierraRetinY4",2,3,"RY2.3.7",2010,4.9416424226093,5.41164605185504,0,NA,NA,"1",4.9416424226093,2011,1,"one","HG","J","SR",8,0,6
"SierraRetinY4",2,3,"RY2.3.8",2010,4.02535169073515,4.78749174278205,0,NA,NA,"1",4.02535169073515,2011,1,"one","HG","SD","J",8,0,6
"SierraRetinY4",2,4,"RY2.4.1",2010,4.96284463025991,4.88280192258637,0,NA,NA,"1",4.96284463025991,2011,1,"one","HG","J","SR",3,0,2
"SierraRetinY4",2,4,"RY2.4.2",2010,3.89182029811063,5.04985600724954,0,NA,NA,"1",3.89182029811063,2011,1,"one","HG","SD","J",3,0,2
"SierraRetinY4",2,4,"RY2.4.3",2010,4.78749174278205,5.41164605185504,0,NA,NA,"1",4.78749174278205,2011,1,"one","HG","J","SR",3,0,2
"SierraRetinY4",2,5,"RY2.5.1",2010,4.59511985013459,5.7037824746562,0,NA,NA,"1",4.59511985013459,2011,1,"one","HG","J","LR",6,0,5
"SierraRetinY4",2,5,"RY2.5.2",2010,3.73766961828337,NA,0,NA,NA,"0",3.73766961828337,2011,1,"one","HG","SD",NA,6,0,5
"SierraRetinY4",2,5,"RY2.5.3",2010,4.86753445045558,5.71702770140622,0,NA,NA,"1",4.86753445045558,2011,1,"one","HG","J","LR",6,0,5
"SierraRetinY4",2,5,"RY2.5.4",2010,5.17048399503815,5.12396397940326,0,NA,NA,"1",5.17048399503815,2011,1,"one","HG","J","SR",6,0,5
"SierraRetinY4",2,5,"RY2.5.5",2010,5.10594547390058,NA,0,NA,NA,"0",5.10594547390058,2011,1,"one","HG","J",NA,6,0,5
"SierraRetinY4",2,5,"RY2.5.6",2010,5.04985600724954,5.27811465923052,0,NA,NA,"1",5.04985600724954,2011,1,"one","HG","J","SR",6,0,5
"SierraRetinY4",3,1,"RY3.1.1",2010,4.86753445045558,5.34710753071747,0,NA,NA,"1",4.86753445045558,2011,1,"one","HG","J","SR",2,0,2
"SierraRetinY4",3,1,"RY3.1.2",2010,5.03695260241363,5.72358510195238,0,NA,NA,"1",5.03695260241363,2011,1,"one","HG","J","LR",2,0,2
"SierraRetinY4",3,2,"RY3.2.1",2010,4.78749174278205,NA,0,NA,NA,"0",4.78749174278205,2011,1,"one","HG","J",NA,5,0,4
"SierraRetinY4",3,2,"RY3.2.2",2010,4.68213122712422,NA,0,NA,NA,"0",4.68213122712422,2011,1,"one","HG","J",NA,5,0,4
"SierraRetinY4",3,2,"RY3.2.3",2010,5.07517381523383,5.65599181081985,0,NA,NA,"1",5.07517381523383,2011,1,"one","HG","J","LR",5,0,4
"SierraRetinY4",3,2,"RY3.2.4",2010,4.47733681447821,4.969813299576,0,NA,NA,"1",4.47733681447821,2011,1,"one","HG","SD","J",5,0,4
"SierraRetinY4",3,2,"RY3.2.5",2010,4.78749174278205,NA,0,NA,NA,"0",4.78749174278205,2011,1,"one","HG","J",NA,5,0,4
"SierraRetinY4",3,3,"RY3.3.1",2010,4.39444915467244,NA,0,NA,NA,"0",4.39444915467244,2011,1,"one","HG","SD",NA,3,0,1
"SierraRetinY4",3,3,"RY3.3.2",2010,4.15888308335967,NA,0,NA,NA,"0",4.15888308335967,2011,1,"one","HG","SD",NA,3,0,1
"SierraRetinY4",3,3,"RY3.3.3",2010,5.77455154554441,5.56068163101553,0,NA,NA,"1",5.77455154554441,2011,1,"one","HG","J","LR",3,0,1
"SierraRetinY4",3,4,"RY3.4.1",2010,5.25749537202778,5.19295685089021,0,NA,NA,"1",5.25749537202778,2011,1,"one","HG","J","SR",4,0,4
"SierraRetinY4",3,4,"RY3.4.2",2010,5.12989871492307,4.86753445045558,0,NA,NA,"1",5.12989871492307,2011,1,"one","HG","J","SR",4,0,4
"SierraRetinY4",3,4,"RY3.4.3",2010,4.88280192258637,4.96284463025991,0,NA,NA,"1",4.88280192258637,2011,1,"one","HG","J","SR",4,0,4
"SierraRetinY4",3,4,"RY3.4.4",2010,5.03695260241363,4.96284463025991,0,NA,NA,"1",5.03695260241363,2011,1,"one","HG","J","SR",4,0,4
"SierraRetinY4",3,5,"RY3.5.1",2010,4.15888308335967,NA,0,NA,NA,"0",4.15888308335967,2011,1,"one","HG","SD",NA,6,0,5
"SierraRetinY4",3,5,"RY3.5.2",2010,4.76217393479776,5.2040066870768,0,NA,NA,"1",4.76217393479776,2011,1,"one","HG","J","SR",6,0,5
"SierraRetinY4",3,5,"RY3.5.3",2010,5.10594547390058,5.41610040220442,0,NA,NA,"1",5.10594547390058,2011,1,"one","HG","J","SR",6,0,5
"SierraRetinY4",3,5,"RY3.5.4",2010,4.60517018598809,5.2040066870768,0,NA,NA,"1",4.60517018598809,2011,1,"one","HG","J","SR",6,0,5
"SierraRetinY4",3,5,"RY3.5.5",2010,4.96284463025991,5.34710753071747,0,NA,NA,"1",4.96284463025991,2011,1,"one","HG","J","SR",6,0,5
"SierraRetinY4",3,5,"RY3.5.6",2010,5.33753807970132,6.51025834052315,0,NA,NA,"1",5.33753807970132,2011,1,"one","HG","J","LR",6,0,5
"SierraRetinY4",3,6,"RY3.6.1",2010,5.37527840768417,NA,0,NA,NA,"0",5.37527840768417,2011,1,"one","HG","J",NA,5,0,3
"SierraRetinY4",3,6,"RY3.6.2",2010,4.78749174278205,5.2040066870768,0,NA,NA,"1",4.78749174278205,2011,1,"one","HG","J","SR",5,0,3
"SierraRetinY4",3,6,"RY3.6.3",2010,3.58351893845611,NA,0,NA,NA,"0",3.58351893845611,2011,1,"one","HG","SD",NA,5,0,3
"SierraRetinY4",3,6,"RY3.6.4",2010,4.47733681447821,5.27811465923052,0,NA,NA,"1",4.47733681447821,2011,1,"one","HG","SD","J",5,0,3
"SierraRetinY4",3,6,"RY3.6.5",2010,5.25749537202778,6.29156913955832,0,NA,NA,"1",5.25749537202778,2011,1,"one","HG","J","LR",5,0,3
"SierraRetinY4",4,1,"RY4.1.1",2010,5.56068163101553,5.75257263882563,0,NA,NA,"1",5.56068163101553,2011,1,"one","HG","J","LR",1,0,1
"SierraRetinY4",4,2,"RY4.2.1",2010,5.10594547390058,5.52942908751142,0,NA,NA,"1",5.10594547390058,2011,1,"one","HG","J","LR",2,0,2
"SierraRetinY4",4,2,"RY4.2.2",2010,4.78749174278205,5.5834963087817,0,NA,NA,"1",4.78749174278205,2011,1,"one","HG","J","LR",2,0,2
"SierraCarbonera",1,7,"CM1.7.1",2005,5.93224518744801,NA,1,1,1,"0",NA,2012,7,">three","LG","LR",NA,1,1,1
"SierraCarbonera",1,9,"CM1.9.1",2005,5.2040066870768,NA,1,1,0,"0",NA,2012,7,">three","LG","SR",NA,2,2,2
"SierraCarbonera",1,9,"CM1.9.2",2005,5.03695260241363,NA,0,NA,NA,"0",NA,2012,7,">three","LG","SR",NA,2,2,2
"SierraCarbonera",1,10,"CM1.10.1",2005,4.47733681447821,NA,0,NA,NA,"0",NA,2012,7,">three","LG","SR",NA,4,4,3
"SierraCarbonera",1,10,"CM1.10.7",2005,5.27811465923052,NA,1,1,1,"0",NA,2012,7,">three","LG","SR",NA,4,4,3
"SierraCarbonera",1,10,"CM1.10.9",2005,5.4553211153577,NA,0,NA,NA,"0",NA,2012,7,">three","LG","SR",NA,4,4,3
"SierraCarbonera",1,10,"CM1.10.10",2005,4.71849887129509,NA,1,1,2,"0",NA,2012,7,">three","LG","SR",NA,4,4,3
"SierraCarbonera",2,1,"CM2.1.1",2005,6.35610766069589,NA,1,4,4,"0",NA,2012,7,">three","LG","LR",NA,1,1,1
"SierraCarbonera",2,4,"CM2.4.1",2005,3.98898404656427,NA,0,NA,NA,"0",3.98898404656427,2012,7,">three","LG","SD",NA,1,0,0
"SierraCarbonera",2,5,"CM2.5.1",2005,5.66296048013595,NA,1,2,4,"0",NA,2012,7,">three","LG","LR",NA,4,4,4
"SierraCarbonera",2,5,"CM2.5.4",2005,5.65248918026865,NA,1,2,3,"0",NA,2012,7,">three","LG","LR",NA,4,4,4
"SierraCarbonera",2,5,"CM2.5.5",2005,5.28826703069454,NA,1,1,9,"0",NA,2012,7,">three","LG","SR",NA,4,4,4
"SierraCarbonera",2,5,"CM2.5.6",2005,4.85203026391962,NA,1,1,4,"0",NA,2012,7,">three","LG","SR",NA,4,4,4
"SierraCarbonera",2,6,"CM2.6.1",2005,4.96284463025991,NA,0,NA,NA,"0",NA,2012,7,">three","LG","SR",NA,2,2,2
"SierraCarbonera",2,6,"CM2.6.2",2005,4.9416424226093,NA,0,NA,NA,"0",NA,2012,7,">three","LG","SR",NA,2,2,2
"SierraCarbonera",2,7,"CM2.7.1",2005,6.10479323241498,5.66642668811243,1,3,2,"1",NA,2012,7,">three","LG","LR","LR",1,1,1
"SierraCarbonera",2,8,"CM2.8.1",2005,5.88610403145016,NA,1,2,6,"0",NA,2012,7,">three","LG","LR",NA,2,2,2
"SierraCarbonera",2,8,"CM2.8.2",2005,5.27299955856375,6.41673228251233,1,1,2,"1",NA,2012,7,">three","LG","SR","LR",2,2,2
"SierraCarbonera",3,1,"CM3.1.2",2005,5.19295685089021,NA,1,1,4,"0",NA,2012,7,">three","LG","SR",NA,11,8,8
"SierraCarbonera",3,1,"CM3.1.3",2005,6.05208916892442,NA,1,2,4,"0",NA,2012,7,">three","LG","LR",NA,11,8,8
"SierraCarbonera",3,1,"CM3.1.4",2005,5.23110861685459,NA,1,1,3,"0",NA,2012,7,">three","LG","SR",NA,11,8,8
"SierraCarbonera",3,1,"CM3.1.5",2005,5.93489419561959,NA,1,2,4,"0",NA,2012,7,">three","LG","LR",NA,11,8,8
"SierraCarbonera",3,1,"CM3.1.6",2005,5.23110861685459,5.62040086571715,1,1,3,"1",NA,2012,7,">three","LG","SR","LR",11,8,8
"SierraCarbonera",3,1,"CM3.1.7",2005,4.90527477843843,4.90527477843843,1,1,3,"1",NA,2012,7,">three","LG","SR","SR",11,8,8
"SierraCarbonera",3,1,"CM3.1.8",2005,4.43081679884331,5.19295685089021,0,NA,NA,"1",4.43081679884331,2012,7,">three","LG","J","SR",11,8,8
"SierraCarbonera",3,1,"CM3.1.9",2005,4.18965474202643,4.68213122712422,0,NA,NA,"1",4.18965474202643,2012,7,">three","LG","J","SR",11,8,8
"SierraCarbonera",3,1,"CM3.1.10",2005,5.5834963087817,5.27299955856375,1,1,4,"1",NA,2012,7,">three","LG","LR","SR",11,8,8
"SierraCarbonera",3,1,"CM3.1.11",2005,4.17438726989564,5.19295685089021,0,NA,NA,"1",4.17438726989564,2012,7,">three","LG","J","SR",11,8,8
"SierraCarbonera",3,1,"CM3.1.12",2005,5.07517381523383,NA,1,1,3,"0",NA,2012,7,">three","LG","SR",NA,11,8,8
"SierraCarbonera",3,2,"CM3.2.1",2005,5.98141421125448,NA,1,1,6,"0",NA,2012,7,">three","LG","LR",NA,9,9,7
"SierraCarbonera",3,2,"CM3.2.2",2005,5.73009978297357,NA,1,2,2,"0",NA,2012,7,">three","LG","LR",NA,9,9,7
"SierraCarbonera",3,2,"CM3.2.4",2005,4.00733318523247,NA,1,1,1,"0",NA,2012,7,">three","LG","SR",NA,9,9,7
"SierraCarbonera",3,2,"CM3.2.5",2005,5.27811465923052,NA,1,6,2,"0",NA,2012,7,">three","LG","SR",NA,9,9,7
"SierraCarbonera",3,2,"CM3.2.6",2005,4.51085950651685,NA,1,1,1,"0",NA,2012,7,">three","LG","SR",NA,9,9,7
"SierraCarbonera",3,2,"CM3.2.7",2005,4.0943445622221,NA,1,1,1,"0",NA,2012,7,">three","LG","SR",NA,9,9,7
"SierraCarbonera",3,2,"CM3.2.8",2005,5.48063892334199,NA,1,2,2,"0",NA,2012,7,">three","LG","SR",NA,9,9,7
"SierraCarbonera",3,2,"CM3.2.9",2005,4.71849887129509,NA,1,1,2,"0",NA,2012,7,">three","LG","SR",NA,9,9,7
