"site","transect","subQuadrat","ID","fireYear","size","sizeNext","fl","fs","fps","surv","sds","time","TSFcont","TSF","LS","stage","stageNext","abTot","abRepro","abLarge"
"MonteraTorero",3,5,"MT3.5.29",1950,0.693147180559945,NA,0,NA,NA,"0",0.693147180559945,2018,68,">three","PD","SD",NA,30,17,11
"MonteraTorero",3,5,"MT3.5.30",1950,1.79175946922805,2.70805020110221,0,NA,NA,"1",1.79175946922805,2018,68,">three","PD","SD","J",30,17,11
"MonteraTorero",3,5,"MT3.5.31",1950,3.04452243772342,3.3322045101752,0,NA,NA,"1",3.04452243772342,2018,68,">three","PD","SD","J",30,17,11
"MonteraTorero",3,5,"MT3.5.32",1950,1.79175946922805,NA,0,NA,NA,"0",1.79175946922805,2018,68,">three","PD","SD",NA,30,17,11
"MonteraTorero",3,5,"MT3.5.33",1950,0,NA,0,NA,NA,"0",0,2018,68,">three","PD","SD",NA,30,17,11
"MonteraTorero",3,5,"MT3.5.34",1950,2.07944154167984,NA,0,NA,NA,"0",2.07944154167984,2018,68,">three","PD","SD",NA,30,17,11
"MonteraTorero",3,5,"MT3.5.67",1950,3.95124371858143,4.17438726989564,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",30,17,11
"MonteraTorero",3,5,"MT3.5.68",1950,6.04025471127741,6.10479323241498,1,3,4,"1",NA,2018,68,">three","PD","LR","LR",30,17,11
"MonteraTorero",3,5,"MT3.5.69",1950,5.28826703069454,5.66296048013595,1,2,2,"1",NA,2018,68,">three","PD","SR","LR",30,17,11
"MonteraTorero",3,5,"MT3.5.70",1950,4.77912349311153,4.91265488573605,1,1,1,"1",NA,2018,68,">three","PD","SR","SR",30,17,11
"MonteraTorero",3,6,"MT3.6.2",1950,6.59987049921284,7.20042489294496,1,4,NA,"1",NA,2018,68,">three","PD","LR","LR",9,4,3
"MonteraTorero",3,6,"MT3.6.3",1950,5.07517381523383,5.95064255258773,0,NA,NA,"1",NA,2018,68,">three","PD","SR","LR",9,4,3
"MonteraTorero",3,6,"MT3.6.6",1950,3.95124371858143,3.3322045101752,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",9,4,3
"MonteraTorero",3,6,"MT3.6.7",1950,5.56068163101553,6.13988455222626,0,NA,NA,"1",NA,2018,68,">three","PD","LR","LR",9,4,3
"MonteraTorero",3,6,"MT3.6.15",1950,1.79175946922805,NA,0,NA,NA,"0",1.79175946922805,2018,68,">three","PD","SD",NA,9,4,3
"MonteraTorero",3,6,"MT3.6.16",1950,2.30258509299405,3.2188758248682,0,NA,NA,"1",2.30258509299405,2018,68,">three","PD","SD","J",9,4,3
"MonteraTorero",3,6,"MT3.6.17",1950,2.07944154167984,NA,0,NA,NA,"0",2.07944154167984,2018,68,">three","PD","SD",NA,9,4,3
"MonteraTorero",3,6,"MT3.6.18",1950,1.79175946922805,0.693147180559945,0,NA,NA,"1",1.79175946922805,2018,68,">three","PD","SD","J",9,4,3
"MonteraTorero",3,6,"MT3.6.19",1950,1.79175946922805,NA,0,NA,NA,"0",1.79175946922805,2018,68,">three","PD","SD",NA,9,4,3
"MonteraTorero",3,7,"MT3.7.1",1950,5.76832099579377,4.47733681447821,0,NA,NA,"1",NA,2018,68,">three","PD","LR","SR",7,3,2
"MonteraTorero",3,7,"MT3.7.6",1950,4.00733318523247,NA,1,1,1,"0",NA,2018,68,">three","PD","SR",NA,7,3,2
"MonteraTorero",3,7,"MT3.7.8",1950,5.54126354515843,NA,0,NA,NA,"0",NA,2018,68,">three","PD","LR",NA,7,3,2
"MonteraTorero",3,7,"MT3.7.10",1950,2.70805020110221,NA,0,NA,NA,"0",2.70805020110221,2018,68,">three","PD","SD",NA,7,3,2
"MonteraTorero",3,7,"MT3.7.11",1950,2.484906649788,NA,0,NA,NA,"0",2.484906649788,2018,68,">three","PD","SD",NA,7,3,2
"MonteraTorero",3,7,"MT3.7.19",1950,3.95124371858143,4.38202663467388,0,NA,NA,"1",NA,2018,68,">three","PD","J","SR",7,3,2
"MonteraTorero",3,7,"MT3.7.20",1950,3.3322045101752,2.77258872223978,0,NA,NA,"1",NA,2018,68,">three","PD","J","SR",7,3,2
"MonteraTorero",3,8,"MT3.8.1",1950,4.02535169073515,NA,0,NA,NA,"0",NA,2018,68,">three","PD","SR",NA,8,4,1
"MonteraTorero",3,8,"MT3.8.5",1950,3.04452243772342,3.04452243772342,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",8,4,1
"MonteraTorero",3,8,"MT3.8.8",1950,3.58351893845611,3.68887945411394,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",8,4,1
"MonteraTorero",3,8,"MT3.8.10",1950,4.0943445622221,4.58496747867057,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",8,4,1
"MonteraTorero",3,8,"MT3.8.13",1950,4.51085950651685,5.61677109766657,0,NA,NA,"1",NA,2018,68,">three","PD",NA,"LR",8,4,1
"MonteraTorero",3,8,"MT3.8.14",1950,1.79175946922805,NA,0,NA,NA,"0",1.79175946922805,2018,68,">three","PD","SD",NA,8,4,1
"MonteraTorero",3,8,"MT3.8.15",1950,2.07944154167984,NA,0,NA,NA,"0",2.07944154167984,2018,68,">three","PD","SD",NA,8,4,1
"MonteraTorero",3,8,"MT3.8.16",1950,1.79175946922805,NA,0,NA,NA,"0",1.79175946922805,2018,68,">three","PD","SD",NA,8,4,1
"MonteraTorero",3,9,"MT3.9.1",1950,4.0943445622221,4.17438726989564,1,1,2,"1",NA,2018,68,">three","PD","SR","SR",5,4,1
"MonteraTorero",3,9,"MT3.9.2",1950,4.27666611901606,4.49980967033027,1,1,3,"1",NA,2018,68,">three","PD","SR","SR",5,4,1
"MonteraTorero",3,9,"MT3.9.5",1950,3.29583686600433,NA,0,NA,NA,"0",NA,2018,68,">three","PD","SR",NA,5,4,1
"MonteraTorero",3,9,"MT3.9.10",1950,6.07993319509559,5.605802066296,1,1,4,"1",NA,2018,68,">three","PD","LR","LR",5,4,1
"MonteraTorero",3,9,"MT3.9.19",1950,2.19722457733622,2.19722457733622,0,NA,NA,"1",2.19722457733622,2018,68,">three","PD","SD","J",5,4,1
"MonteraTorero",3,10,"MT3.10.3",1950,3.17805383034795,3.17805383034795,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",9,7,2
"MonteraTorero",3,10,"MT3.10.5",1950,3.58351893845611,4.27666611901606,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",9,7,2
"MonteraTorero",3,10,"MT3.10.9",1950,3.91202300542815,4.34380542185368,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",9,7,2
"MonteraTorero",3,10,"MT3.10.10",1950,4.58496747867057,4.91265488573605,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",9,7,2
"MonteraTorero",3,10,"MT3.10.11",1950,2.19722457733622,1.79175946922805,0,NA,NA,"1",2.19722457733622,2018,68,">three","PD","SD","J",9,7,2
"MonteraTorero",3,10,"MT3.10.12",1950,2.89037175789616,NA,0,NA,NA,"0",2.89037175789616,2018,68,">three","PD","SD",NA,9,7,2
"MonteraTorero",3,10,"MT3.10.44",1950,3.87120101090789,4.85203026391962,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",9,7,2
"MonteraTorero",3,10,"MT3.10.45",1950,4.44265125649032,5.19295685089021,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",9,7,2
"MonteraTorero",3,10,"MT3.10.46",1950,4.62497281328427,4.43081679884331,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",9,7,2
"MonteraTorero",4,1,"MT4.1.3",1950,4.49980967033027,4.83628190695148,0,NA,NA,"1",NA,2018,68,">three","PD",NA,NA,2,0,0
"MonteraTorero",4,1,"MT4.1.4",1950,2.30258509299405,NA,0,NA,NA,"0",2.30258509299405,2018,68,">three","PD","SD",NA,2,0,0
"MonteraTorero",4,2,"MT4.2.1",1950,4.24849524204936,5.08759633523238,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",9,2,0
"MonteraTorero",4,2,"MT4.2.4",1950,3.87120101090789,4.51085950651685,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",9,2,0
"MonteraTorero",4,2,"MT4.2.6",1950,2.07944154167984,3.17805383034795,0,NA,NA,"1",NA,2018,68,">three","PD","J","SR",9,2,0
"MonteraTorero",4,2,"MT4.2.7",1950,3.29583686600433,4.27666611901606,0,NA,NA,"1",NA,2018,68,">three","PD","J","SR",9,2,0
"MonteraTorero",4,2,"MT4.2.8",1950,4.35670882668959,5.01063529409626,0,NA,NA,"1",NA,2018,68,">three","PD","J","SR",9,2,0
"MonteraTorero",4,2,"MT4.2.10",1950,2.30258509299405,NA,0,NA,NA,"0",2.30258509299405,2018,68,">three","PD","SD",NA,9,2,0
"MonteraTorero",4,2,"MT4.2.11",1950,2.89037175789616,NA,0,NA,NA,"0",2.89037175789616,2018,68,">three","PD","SD",NA,9,2,0
"MonteraTorero",4,2,"MT4.2.12",1950,2.30258509299405,NA,0,NA,NA,"0",2.30258509299405,2018,68,">three","PD","SD",NA,9,2,0
"MonteraTorero",4,2,"MT4.2.15",1950,3.68887945411394,4.0943445622221,0,NA,NA,"1",3.68887945411394,2018,68,">three","PD","SD","J",9,2,0
"MonteraTorero",4,3,"MT4.3.2",1950,4.59511985013459,NA,0,NA,NA,"0",NA,2018,68,">three","PD","SR",NA,2,2,2
"MonteraTorero",4,3,"MT4.3.3",1950,5.54126354515843,5.98141421125448,0,NA,NA,"1",NA,2018,68,">three","PD","LR","LR",2,2,2
"MonteraTorero",4,4,"MT4.4.1",1950,3.40119738166216,3.68887945411394,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",4,3,1
"MonteraTorero",4,4,"MT4.4.2",1950,4.17438726989564,5.19295685089021,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",4,3,1
"MonteraTorero",4,4,"MT4.4.3",1950,5.66296048013595,5.605802066296,1,1,6,"1",NA,2018,68,">three","PD","LR","LR",4,3,1
"MonteraTorero",4,4,"MT4.4.4",1950,2.30258509299405,NA,0,NA,NA,"0",NA,2018,68,">three","PD","J",NA,4,3,1
"MonteraTorero",4,5,"MT4.5.1",1950,7.08673793451058,6.91572344863131,1,1,3,"1",NA,2018,68,">three","PD","LR","LR",24,10,2
"MonteraTorero",4,5,"MT4.5.2",1950,3.29583686600433,3.3322045101752,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",24,10,2
"MonteraTorero",4,5,"MT4.5.5",1950,1.79175946922805,1.79175946922805,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",24,10,2
"MonteraTorero",4,5,"MT4.5.6",1950,2.30258509299405,3.04452243772342,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",24,10,2
"MonteraTorero",4,5,"MT4.5.7",1950,4.56434819146784,3.04452243772342,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",24,10,2
"MonteraTorero",4,5,"MT4.5.12",1950,2.70805020110221,2.70805020110221,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",24,10,2
"MonteraTorero",4,5,"MT4.5.13",1950,2.30258509299405,1.38629436111989,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",24,10,2
"MonteraTorero",4,5,"MT4.5.14",1950,1.79175946922805,0.693147180559945,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",24,10,2
"MonteraTorero",4,5,"MT4.5.17",1950,2.89037175789616,4.78749174278205,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",24,10,2
"MonteraTorero",4,5,"MT4.5.19",1950,2.99573227355399,2.19722457733622,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",24,10,2
"MonteraTorero",4,5,"MT4.5.24",1950,2.30258509299405,2.70805020110221,0,NA,NA,"1",2.30258509299405,2018,68,">three","PD","SD","J",24,10,2
"MonteraTorero",4,5,"MT4.5.25",1950,1.79175946922805,2.30258509299405,0,NA,NA,"1",1.79175946922805,2018,68,">three","PD","SD","J",24,10,2
"MonteraTorero",4,5,"MT4.5.26",1950,2.484906649788,NA,0,NA,NA,"0",2.484906649788,2018,68,">three","PD","SD",NA,24,10,2
"MonteraTorero",4,5,"MT4.5.27",1950,2.70805020110221,2.89037175789616,0,NA,NA,"1",2.70805020110221,2018,68,">three","PD","SD","J",24,10,2
"MonteraTorero",4,5,"MT4.5.28",1950,1.79175946922805,2.07944154167984,0,NA,NA,"1",1.79175946922805,2018,68,">three","PD","SD","J",24,10,2
"MonteraTorero",4,5,"MT4.5.29",1950,1.79175946922805,NA,0,NA,NA,"0",1.79175946922805,2018,68,">three","PD","SD",NA,24,10,2
"MonteraTorero",4,5,"MT4.5.30",1950,2.07944154167984,1.38629436111989,0,NA,NA,"1",2.07944154167984,2018,68,">three","PD","SD","J",24,10,2
"MonteraTorero",4,5,"MT4.5.31",1950,2.07944154167984,2.484906649788,0,NA,NA,"1",2.07944154167984,2018,68,">three","PD","SD","J",24,10,2
"MonteraTorero",4,5,"MT4.5.32",1950,1.79175946922805,2.70805020110221,0,NA,NA,"1",1.79175946922805,2018,68,">three","PD","SD","J",24,10,2
"MonteraTorero",4,5,"MT4.5.33",1950,2.70805020110221,NA,0,NA,NA,"0",2.70805020110221,2018,68,">three","PD","SD",NA,24,10,2
"MonteraTorero",4,5,"MT4.5.34",1950,0.693147180559945,NA,0,NA,NA,"0",0.693147180559945,2018,68,">three","PD","SD",NA,24,10,2
"MonteraTorero",4,5,"MT4.5.35",1950,2.19722457733622,NA,0,NA,NA,"0",2.19722457733622,2018,68,">three","PD","SD",NA,24,10,2
"MonteraTorero",4,5,"MT4.5.36",1950,2.484906649788,2.89037175789616,0,NA,NA,"1",2.484906649788,2018,68,">three","PD","SD","J",24,10,2
"MonteraTorero",4,5,"MT4.5.37",1950,2.07944154167984,2.70805020110221,0,NA,NA,"1",2.07944154167984,2018,68,">three","PD","SD","J",24,10,2
"MonteraTorero",4,6,"MT4.6.1",1950,4.35670882668959,4.58496747867057,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",16,12,7
"MonteraTorero",4,6,"MT4.6.3",1950,5.47227067367148,5.03043792139244,1,1,3,"1",NA,2018,68,">three","PD","SR","SR",16,12,7
"MonteraTorero",4,6,"MT4.6.4",1950,5.71702770140622,5.96614673912369,0,NA,NA,"1",NA,2018,68,">three","PD","LR","LR",16,12,7
"MonteraTorero",4,6,"MT4.6.5",1950,2.30258509299405,4.14313472639153,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",16,12,7
"MonteraTorero",4,6,"MT4.6.6",1950,2.99573227355399,NA,0,NA,NA,"0",NA,2018,68,">three","PD","SR",NA,16,12,7
"MonteraTorero",4,6,"MT4.6.7",1950,5.12989871492307,4.90527477843843,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",16,12,7
"MonteraTorero",4,6,"MT4.6.8",1950,5.13579843705026,5.39362754635236,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",16,12,7
"MonteraTorero",4,6,"MT4.6.9",1950,5.39362754635236,NA,0,NA,NA,"0",NA,2018,68,">three","PD","SR",NA,16,12,7
"MonteraTorero",4,6,"MT4.6.10",1950,4.90527477843843,5.01063529409626,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",16,12,7
"MonteraTorero",4,6,"MT4.6.11",1950,2.70805020110221,5.77455154554441,0,NA,NA,"1",NA,2018,68,">three","PD","SR","LR",16,12,7
"MonteraTorero",4,6,"MT4.6.15",1950,3.55534806148941,NA,0,NA,NA,"0",NA,2018,68,">three","PD","SR",NA,16,12,7
"MonteraTorero",4,6,"MT4.6.20",1950,2.19722457733622,2.484906649788,0,NA,NA,"1",NA,2018,68,">three","PD","J","SR",16,12,7
"MonteraTorero",4,6,"MT4.6.21",1950,2.30258509299405,2.07944154167984,0,NA,NA,"1",2.30258509299405,2018,68,">three","PD","SD","J",16,12,7
"MonteraTorero",4,6,"MT4.6.22",1950,2.30258509299405,2.484906649788,0,NA,NA,"1",2.30258509299405,2018,68,">three","PD","SD","J",16,12,7
"MonteraTorero",4,6,"MT4.6.23",1950,2.70805020110221,NA,0,NA,NA,"0",2.70805020110221,2018,68,">three","PD","SD",NA,16,12,7
"MonteraTorero",4,6,"MT4.6.34",1950,6.18620862390049,6.06842558824411,0,NA,NA,"1",NA,2018,68,">three","PD","LR","LR",16,12,7
"MonteraTorero",4,7,"MT4.7.1",1950,3.17805383034795,NA,0,NA,NA,"0",NA,2018,68,">three","PD","SR",NA,21,13,6
"MonteraTorero",4,7,"MT4.7.2",1950,4.15888308335967,4.15888308335967,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",21,13,6
"MonteraTorero",4,7,"MT4.7.3",1950,4.43081679884331,NA,1,1,1,"0",NA,2018,68,">three","PD","SR",NA,21,13,6
"MonteraTorero",4,7,"MT4.7.4",1950,5.65248918026865,5.48063892334199,0,NA,NA,"1",NA,2018,68,">three","PD","LR","SR",21,13,6
"MonteraTorero",4,7,"MT4.7.5",1950,3.58351893845611,4.17438726989564,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",21,13,6
"MonteraTorero",4,7,"MT4.7.6",1950,4.0943445622221,NA,1,1,1,"0",NA,2018,68,">three","PD","SR",NA,21,13,6
"MonteraTorero",4,7,"MT4.7.7",1950,4.65396035015752,4.58496747867057,1,1,1,"1",NA,2018,68,">three","PD","SR","SR",21,13,6
"MonteraTorero",4,7,"MT4.7.8",1950,4.71849887129509,4.90527477843843,1,1,1,"1",NA,2018,68,">three","PD","SR","SR",21,13,6
"MonteraTorero",4,7,"MT4.7.12",1950,5.01063529409626,NA,0,NA,NA,"0",NA,2018,68,">three","PD","SR",NA,21,13,6
"MonteraTorero",4,7,"MT4.7.13",1950,4.65396035015752,5.08759633523238,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",21,13,6
"MonteraTorero",4,7,"MT4.7.14",1950,4.51085950651685,4.43081679884331,1,1,1,"1",NA,2018,68,">three","PD","SR","SR",21,13,6
"MonteraTorero",4,7,"MT4.7.19",1950,4.0943445622221,4.71849887129509,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",21,13,6
"MonteraTorero",4,7,"MT4.7.21",1950,3.17805383034795,3.46573590279973,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",21,13,6
"MonteraTorero",4,7,"MT4.7.25",1950,2.07944154167984,3.04452243772342,0,NA,NA,"1",NA,2018,68,">three","PD","J","SR",21,13,6
"MonteraTorero",4,7,"MT4.7.26",1950,2.484906649788,3.17805383034795,0,NA,NA,"1",NA,2018,68,">three","PD","J","SR",21,13,6
"MonteraTorero",4,7,"MT4.7.27",1950,2.07944154167984,2.89037175789616,0,NA,NA,"1",2.07944154167984,2018,68,">three","PD","SD","J",21,13,6
"MonteraTorero",4,7,"MT4.7.28",1950,2.484906649788,NA,0,NA,NA,"0",2.484906649788,2018,68,">three","PD","SD",NA,21,13,6
"MonteraTorero",4,7,"MT4.7.29",1950,4.27666611901606,4.00733318523247,0,NA,NA,"1",NA,2018,68,">three","PD",NA,NA,21,13,6
"MonteraTorero",4,7,"MT4.7.30",1950,1.79175946922805,3.58351893845611,0,NA,NA,"1",1.79175946922805,2018,68,">three","PD","SD","J",21,13,6
"MonteraTorero",4,7,"MT4.7.31",1950,2.30258509299405,1.79175946922805,0,NA,NA,"1",2.30258509299405,2018,68,">three","PD","SD","J",21,13,6
"MonteraTorero",4,7,"MT4.7.36",1950,2.63905732961526,1.09861228866811,0,NA,NA,"1",2.63905732961526,2018,68,">three","PD","SD","J",21,13,6
"MonteraTorero",4,8,"MT4.8.1",1950,4.38202663467388,NA,0,NA,NA,"0",NA,2018,68,">three","PD","SR",NA,23,8,2
"MonteraTorero",4,8,"MT4.8.2",1950,4.58496747867057,4.71849887129509,1,1,1,"1",NA,2018,68,">three","PD","SR","SR",23,8,2
"MonteraTorero",4,8,"MT4.8.3",1950,2.89037175789616,3.3322045101752,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",23,8,2
"MonteraTorero",4,8,"MT4.8.6",1950,4.0943445622221,NA,1,1,1,"0",NA,2018,68,">three","PD","SR",NA,23,8,2
"MonteraTorero",4,8,"MT4.8.7",1950,3.95124371858143,4.71849887129509,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",23,8,2
"MonteraTorero",4,8,"MT4.8.8",1950,3.29583686600433,3.58351893845611,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",23,8,2
"MonteraTorero",4,8,"MT4.8.9",1950,5.41610040220442,NA,1,1,3,"0",NA,2018,68,">three","PD","SR",NA,23,8,2
"MonteraTorero",4,8,"MT4.8.11",1950,4.00733318523247,NA,1,1,1,"0",NA,2018,68,">three","PD","SR",NA,23,8,2
"MonteraTorero",4,8,"MT4.8.15",1950,2.30258509299405,3.04452243772342,0,NA,NA,"1",2.30258509299405,2018,68,">three","PD","SD","J",23,8,2
"MonteraTorero",4,8,"MT4.8.16",1950,2.89037175789616,2.89037175789616,0,NA,NA,"1",2.89037175789616,2018,68,">three","PD","SD","J",23,8,2
"MonteraTorero",4,8,"MT4.8.17",1950,3.04452243772342,3.46573590279973,0,NA,NA,"1",3.04452243772342,2018,68,">three","PD","SD","J",23,8,2
"MonteraTorero",4,8,"MT4.8.18",1950,2.70805020110221,2.07944154167984,0,NA,NA,"1",2.70805020110221,2018,68,">three","PD","SD","J",23,8,2
"MonteraTorero",4,8,"MT4.8.19",1950,2.484906649788,2.484906649788,0,NA,NA,"1",2.484906649788,2018,68,">three","PD","SD","J",23,8,2
"MonteraTorero",4,8,"MT4.8.20",1950,3.04452243772342,3.58351893845611,0,NA,NA,"1",3.04452243772342,2018,68,">three","PD","SD","J",23,8,2
"MonteraTorero",4,8,"MT4.8.21",1950,2.70805020110221,NA,0,NA,NA,"0",2.70805020110221,2018,68,">three","PD","SD",NA,23,8,2
"MonteraTorero",4,8,"MT4.8.22",1950,3.58351893845611,3.91202300542815,0,NA,NA,"1",NA,2018,68,">three","PD",NA,NA,23,8,2
"MonteraTorero",4,8,"MT4.8.23",1950,3.17805383034795,3.68887945411394,0,NA,NA,"1",3.17805383034795,2018,68,">three","PD","SD","J",23,8,2
"MonteraTorero",4,8,"MT4.8.24",1950,2.484906649788,NA,0,NA,NA,"0",2.484906649788,2018,68,">three","PD","SD",NA,23,8,2
"MonteraTorero",4,8,"MT4.8.25",1950,3.29583686600433,4.17438726989564,0,NA,NA,"1",3.29583686600433,2018,68,">three","PD","SD","J",23,8,2
"MonteraTorero",4,8,"MT4.8.26",1950,3.46573590279973,NA,0,NA,NA,"0",3.46573590279973,2018,68,">three","PD","SD",NA,23,8,2
"MonteraTorero",4,8,"MT4.8.27",1950,2.07944154167984,2.89037175789616,0,NA,NA,"1",2.07944154167984,2018,68,">three","PD","SD","J",23,8,2
"MonteraTorero",4,8,"MT4.8.28",1950,2.30258509299405,0.693147180559945,0,NA,NA,"1",2.30258509299405,2018,68,">three","PD","SD","J",23,8,2
"MonteraTorero",4,8,"MT4.8.29",1950,2.07944154167984,0.693147180559945,0,NA,NA,"1",2.07944154167984,2018,68,">three","PD","SD","J",23,8,2
"MonteraTorero",4,9,"MT4.9.1",1950,4.00733318523247,4.85203026391962,0,NA,NA,"1",NA,2018,68,">three","PD","SR","SR",7,7,2
"MonteraTorero",4,9,"MT4.9.2",1950,4.35670882668959,4.78749174278205,1,1,1,"1",NA,2018,68,">three","PD","SR","SR",7,7,2
"MonteraTorero",4,9,"MT4.9.3",1950,3.04452243772342,NA,0,NA,NA,"0",NA,2018,68,">three","PD","SR",NA,7,7,2
"MonteraTorero",4,9,"MT4.9.4",1950,3.58351893845611,NA,0,NA,NA,"0",NA,2018,68,">three","PD","SR",NA,7,7,2
"MonteraTorero",4,9,"MT4.9.5",1950,4.90527477843843,NA,1,1,2,"0",NA,2018,68,">three","PD","SR",NA,7,7,2
"MonteraTorero",4,9,"MT4.9.7",1950,4.56434819146784,NA,0,NA,NA,"0",NA,2018,68,">three","PD","SR",NA,7,7,2
"MonteraTorero",4,9,"MT4.9.8",1950,4.35670882668959,NA,0,NA,NA,"0",NA,2018,68,">three","PD","SR",NA,7,7,2
"MonteraTorero",4,10,"MT4.10.2",1950,5.73009978297357,5.65248918026865,0,NA,NA,"1",NA,2018,68,">three","PD","LR","LR",2,2,2
"MonteraTorero",4,10,"MT4.10.3",1950,6.26720054854136,6.68210859744981,1,2,3,"1",NA,2018,68,">three","PD","LR","LR",2,2,2
"SCarbDist",1,1,"SCD1.1.1",1950,7.04925484125584,7.38150189450671,1,4,10,"1",NA,2018,68,">three","PD","LR","LR",6,2,3
"SCarbDist",1,1,"SCD1.1.2",1950,6.65544035036765,6.96034772910131,1,5,6,"1",NA,2018,68,">three","PD","LR","LR",6,2,3
"SCarbDist",1,1,"SCD1.1.3",1950,4.83628190695148,NA,0,NA,NA,"0",NA,2018,68,">three","PD",NA,NA,6,2,3
"SCarbDist",1,1,"SCD1.1.4",1950,2.99573227355399,3.98898404656427,0,NA,NA,"1",2.99573227355399,2018,68,">three","PD","SD","J",6,2,3
"SCarbDist",1,1,"SCD1.1.5",1950,2.484906649788,3.17805383034795,0,NA,NA,"1",2.484906649788,2018,68,">three","PD","SD","J",6,2,3
"SCarbDist",1,1,"SCD1.1.6",1950,3.17805383034795,5.29831736654804,0,NA,NA,"1",3.17805383034795,2018,68,">three","PD","SD","J",6,2,3
"SCarbDist",1,2,"SCD1.2.2",1950,5.07517381523383,4.85203026391962,1,1,3,"1",NA,2018,68,">three","PD","SR","SR",5,4,4
"SCarbDist",1,2,"SCD1.2.3",1950,5.19295685089021,5.29831736654804,1,1,4,"1",NA,2018,68,">three","PD","SR","SR",5,4,4
"SCarbDist",1,2,"SCD1.2.4",1950,5.42934562895444,5.77765232322266,1,1,3,"1",NA,2018,68,">three","PD","SR","LR",5,4,4
"SCarbDist",1,2,"SCD1.2.5",1950,4.91265488573605,5.13579843705026,1,1,3,"1",NA,2018,68,">three","PD","SR","SR",5,4,4
"SCarbDist",1,2,"SCD1.2.6",1950,4.00733318523247,4.51085950651685,0,NA,NA,"1",NA,2018,68,">three","PD","J","SR",5,4,4
"SCarbDist",1,3,"SCD1.3.1",1950,3.04452243772342,NA,0,NA,NA,"0",3.04452243772342,2018,68,">three","PD","SD",NA,4,0,0
"SCarbDist",1,3,"SCD1.3.2",1950,2.07944154167984,NA,0,NA,NA,"0",2.07944154167984,2018,68,">three","PD","SD",NA,4,0,0
"SCarbDist",1,3,"SCD1.3.3",1950,2.99573227355399,4.68213122712422,0,NA,NA,"1",2.99573227355399,2018,68,">three","PD","SD","J",4,0,0
"SCarbDist",1,3,"SCD1.3.4",1950,2.07944154167984,4.14313472639153,0,NA,NA,"1",2.07944154167984,2018,68,">three","PD","SD","J",4,0,0
"SCarbDist",1,4,"SCD1.4.1",1950,5.88610403145016,6.21460809842219,1,1,6,"1",NA,2018,68,">three","PD","LR","LR",6,3,3
"SCarbDist",1,4,"SCD1.4.6",1950,5.12396397940326,5.34710753071747,1,1,9,"1",NA,2018,68,">three","PD","SR","SR",6,3,3
"SCarbDist",1,4,"SCD1.4.7",1950,6.42971947803914,6.29894924685594,1,4,4,"1",NA,2018,68,">three","PD","LR","LR",6,3,3
"SCarbDist",1,4,"SCD1.4.8",1950,4.27666611901606,NA,0,NA,NA,"0",NA,2018,68,">three","PD",NA,NA,6,3,3
"SCarbDist",1,4,"SCD1.4.9",1950,2.484906649788,NA,0,NA,NA,"0",2.484906649788,2018,68,">three","PD","SD",NA,6,3,3
"SCarbDist",1,4,"SCD1.4.10",1950,3.17805383034795,4.0943445622221,0,NA,NA,"1",3.17805383034795,2018,68,">three","PD","SD","J",6,3,3
