"site","transect","subQuadrat","ID","fireYear","size","sizeNext","fl","fs","fps","surv","sds","time","TSFcont","TSF","LS","stage","stageNext","abTot","abRepro","abLarge","size_unscaled","abLarge_unscaled","TSFcont_unscaled","quadratID","date","summerT_unscaled","summerT","fallR_unscaled","fallR","winterR_unscaled","winterR","fallwinterR_unscaled","fallwinterR","prevwinterT_unscaled","prevwinterT","prevfallR_unscaled","prevfallR","prevwinterR_unscaled","prevwinterR"
"Vertedero",1,4,"VY1.4.2",2009,0.755576063985667,NA,NA,NA,NA,0,NA,"2016",-0.180656054171553,"7","FD","LR",NA,9,1,-0.680682382240407,6.20050917404269,1,7,"1_4",2016-05-01,26.8010402611651,0.288536842013591,215.5000032112,0.61996529336194,204.700003050268,-0.114374161311387,583.100008688867,0.528922436073072,18.561565398984,0.800154984980304,113.100001685321,-0.155808472080359,179.200002670288,-0.348091997240945
"Vertedero",1,4,"VY1.4.6",2009,-0.552265400692024,NA,0,NA,NA,0,2.99573227355399,"2016",-0.180656054171553,"7","FD","SD",NA,9,1,-0.680682382240407,2.99573227355399,1,7,"1_4",2016-05-01,26.8010402611651,0.288536842013591,215.5000032112,0.61996529336194,204.700003050268,-0.114374161311387,583.100008688867,0.528922436073072,18.561565398984,0.800154984980304,113.100001685321,-0.155808472080359,179.200002670288,-0.348091997240945
"Vertedero",1,4,"VY1.4.7",2009,-0.477861565640864,NA,0,NA,NA,0,3.17805383034795,"2016",-0.180656054171553,"7","FD","SD",NA,9,1,-0.680682382240407,3.17805383034795,1,7,"1_4",2016-05-01,26.8010402611651,0.288536842013591,215.5000032112,0.61996529336194,204.700003050268,-0.114374161311387,583.100008688867,0.528922436073072,18.561565398984,0.800154984980304,113.100001685321,-0.155808472080359,179.200002670288,-0.348091997240945
"Vertedero",1,4,"VY1.4.8",2009,-0.178335155294238,NA,0,NA,NA,0,3.91202300542815,"2016",-0.180656054171553,"7","FD","SD",NA,9,1,-0.680682382240407,3.91202300542815,1,7,"1_4",2016-05-01,26.8010402611651,0.288536842013591,215.5000032112,0.61996529336194,204.700003050268,-0.114374161311387,583.100008688867,0.528922436073072,18.561565398984,0.800154984980304,113.100001685321,-0.155808472080359,179.200002670288,-0.348091997240945
"Vertedero",1,4,"VY1.4.9",2009,-0.323891084951476,NA,0,NA,NA,0,3.55534806148941,"2016",-0.180656054171553,"7","FD","SD",NA,9,1,-0.680682382240407,3.55534806148941,1,7,"1_4",2016-05-01,26.8010402611651,0.288536842013591,215.5000032112,0.61996529336194,204.700003050268,-0.114374161311387,583.100008688867,0.528922436073072,18.561565398984,0.800154984980304,113.100001685321,-0.155808472080359,179.200002670288,-0.348091997240945
"Vertedero",1,4,"VY1.4.10",2009,-0.269398089796685,NA,0,NA,NA,0,3.68887945411394,"2016",-0.180656054171553,"7","FD","SD",NA,9,1,-0.680682382240407,3.68887945411394,1,7,"1_4",2016-05-01,26.8010402611651,0.288536842013591,215.5000032112,0.61996529336194,204.700003050268,-0.114374161311387,583.100008688867,0.528922436073072,18.561565398984,0.800154984980304,113.100001685321,-0.155808472080359,179.200002670288,-0.348091997240945
"Vertedero",1,4,"VY1.4.11",2009,-0.552265400692024,NA,0,NA,NA,0,2.99573227355399,"2016",-0.180656054171553,"7","FD","SD",NA,9,1,-0.680682382240407,2.99573227355399,1,7,"1_4",2016-05-01,26.8010402611651,0.288536842013591,215.5000032112,0.61996529336194,204.700003050268,-0.114374161311387,583.100008688867,0.528922436073072,18.561565398984,0.800154984980304,113.100001685321,-0.155808472080359,179.200002670288,-0.348091997240945
"Vertedero",1,4,"VY1.4.12",2009,-0.0650360682413028,NA,0,NA,NA,0,4.18965474202643,"2016",-0.180656054171553,"7","FD","SD",NA,9,1,-0.680682382240407,4.18965474202643,1,7,"1_4",2016-05-01,26.8010402611651,0.288536842013591,215.5000032112,0.61996529336194,204.700003050268,-0.114374161311387,583.100008688867,0.528922436073072,18.561565398984,0.800154984980304,113.100001685321,-0.155808472080359,179.200002670288,-0.348091997240945
"Vertedero",1,4,"VY1.4.13",2009,-0.00212852205436246,NA,0,NA,NA,0,4.34380542185368,"2016",-0.180656054171553,"7","FD","SD",NA,9,1,-0.680682382240407,4.34380542185368,1,7,"1_4",2016-05-01,26.8010402611651,0.288536842013591,215.5000032112,0.61996529336194,204.700003050268,-0.114374161311387,583.100008688867,0.528922436073072,18.561565398984,0.800154984980304,113.100001685321,-0.155808472080359,179.200002670288,-0.348091997240945
"Vertedero",1,5,"VY1.5.10",2009,-0.103931320243082,NA,0,NA,NA,0,4.0943445622221,"2016",-0.180656054171553,"7","FD","SD","J",2,0,-0.680682382240407,4.0943445622221,1,7,"1_5",2016-05-01,26.8010402611651,0.288536842013591,215.5000032112,0.61996529336194,204.700003050268,-0.114374161311387,583.100008688867,0.528922436073072,18.561565398984,0.800154984980304,113.100001685321,-0.155808472080359,179.200002670288,-0.348091997240945
"Vertedero",1,5,"VY1.5.11",2009,0.0660447909562733,NA,0,NA,NA,0,4.51085950651685,"2016",-0.180656054171553,"7","FD","J","SR",2,0,-0.680682382240407,4.51085950651685,1,7,"1_5",2016-05-01,26.8010402611651,0.288536842013591,215.5000032112,0.61996529336194,204.700003050268,-0.114374161311387,583.100008688867,0.528922436073072,18.561565398984,0.800154984980304,113.100001685321,-0.155808472080359,179.200002670288,-0.348091997240945
